,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword
3590,430.0,how to copy a chart+its title,i have difficulty in copying a chart and its title to lo draw.  i am unable to choose both the chart and its title to copy.  do these have to be copied separately only?,this does not answer my question.  my question was how to copy both the chart and its title together.,LibreOffice-Calc-on-BOSS-Linux,Using-Charts-and-Graphs,"LibreOffice-Suite-Calc, Create, Edit and  Format charts, Resizing and moving charts, video tutorial."
3594,431.0,how to make a stand alone figure from a chart?,"what is the best way to save this figure only - without the column numbers, etc.?  at present, i copy it into a lo draw canvas, export as a pdf and then do a pdfcrop in my mac.  is there a better way to do this?","hello sir,after preparing the chart, right-click and choose ""copy"" option in the context menu. now paste in an writer document or drawing document or a graphic software like inkscape or gimp. once pasted, you can convert this figure into any format you want.pls make sure that the whole chart is selected and not just one of its component. the best way to do that is to deselect the chart once by clicking anywhere on the lo-calc spreadsheet and then click on the chart again. this will select the whole chart.nancy varkeyspoken tutorial team.",LibreOffice-Suite-Calc,Using-Charts-and-Graphs,"LibreOffice-Suite-Calc, Create, Edit and  Format charts, Resizing and moving charts, video tutorial."
3598,431.0,how to make a stand alone figure from a chart?,"what is the best way to save this figure only - without the column numbers, etc.?  at present, i copy it into a lo draw canvas, export as a pdf and then do a pdfcrop in my mac.  is there a better way to do this?","this does not answer my question.  i already knew such a solution - if you read my question, i have stated that i knew how to save in libreoffice draw.  my question is, ""is it possible to directly export, without copy pasting into draw/inkscape/gimp, etc., etc.",LibreOffice-Suite-Calc,Using-Charts-and-Graphs,"LibreOffice-Suite-Calc, Create, Edit and  Format charts, Resizing and moving charts, video tutorial."
3602,433.0,don't know how to insert space before a table at the top of the page,"i received a document with a table right at the top of a page - click here to see this document.  i want to introduce some text just before the document - say, a title.  i don't know how to do this.  can anyone help?","hello,you can just hit the ""ctrl"" and ""home"" keys on the keyboard to get to the very first character of the file.now hit the ""enter"" key to move the table down.nancy varkeyspoken tutorial team",LibreOffice-Suite-Writer,Inserting-pictures-and-objects,"LibreOffice-Suite-Writer, Insertion of image file, tables and hyperlinks, Video tutorial."
3606,433.0,don't know how to insert space before a table at the top of the page,"i received a document with a table right at the top of a page - click here to see this document.  i want to introduce some text just before the document - say, a title.  i don't know how to do this.  can anyone help?","thanks, that worked.  ",LibreOffice-Suite-Writer,Inserting-pictures-and-objects,"LibreOffice-Suite-Writer, Insertion of image file, tables and hyperlinks, Video tutorial."
3610,436.0,modulus operator,how to use modulus operator?,if we want to calculate remainder then we should use modulus operator.it is denoted as %.for example if we want to find the number is even or odd the we find that by using %.number%2==0,C-and-Cpp,Arithmetic-Operators,"Arithmetic Operators, Addition, Subtraction, Division, Multiplication, C and C++, Video Tutorial"
3611,436.0,modulus operator,how to use modulus operator?,a,C-and-Cpp,Arithmetic-Operators,"Arithmetic Operators, Addition, Subtraction, Division, Multiplication, C and C++, Video Tutorial"
3612,436.0,modulus operator,how to use modulus operator?,"#include<stdio.h>void main(){int i;if(n%2==0){prinntf(""yes"");}else{printf(""no"");}}",C-and-Cpp,Arithmetic-Operators,"Arithmetic Operators, Addition, Subtraction, Division, Multiplication, C and C++, Video Tutorial"
3613,436.0,modulus operator,how to use modulus operator?,number%2==0,C-and-Cpp,Arithmetic-Operators,"Arithmetic Operators, Addition, Subtraction, Division, Multiplication, C and C++, Video Tutorial"
3614,436.0,modulus operator,how to use modulus operator?,"if you want to calculate remainder then you should use modulus (%) instead of division. for eg. u want to find out the even and odd numberthen you may write like thisinclude<stdio.h>void main(){int n;printf(""enter the number:);scanf(%d,'&n);if(n%2==0){prinntf(""number i.e. %d is even"");}else{printf(""number i.e. %d is odd "");}",C-and-Cpp,Arithmetic-Operators,"Arithmetic Operators, Addition, Subtraction, Division, Multiplication, C and C++, Video Tutorial"
3615,436.0,modulus operator,how to use modulus operator?,"#include<stdio.h>void main(){int i;if(n%2==0){printf(""yes"");}else{printf(""no"");}}",C-and-Cpp,Arithmetic-Operators,"Arithmetic Operators, Addition, Subtraction, Division, Multiplication, C and C++, Video Tutorial"
3616,537.0,mathematics,sir how should i search mathematical subjects,,C-and-Cpp,Arithmetic-Operators,"Arithmetic Operators, Addition, Subtraction, Division, Multiplication, C and C++, Video Tutorial"
3617,537.0,mathematics,sir how should i search mathematical subjects,"dear naragonibhaya,the spoken tutorial website does not have any tutorials on mathematical subjects. herein you will only find tutorial series on various free and open source software.if you are interested in learning numerical computational software, pls refer to the scilab series on this website.",C-and-Cpp,Arithmetic-Operators,"Arithmetic Operators, Addition, Subtraction, Division, Multiplication, C and C++, Video Tutorial"
3618,442.0,tricolor led,can we create arduino based car?,"yes, you may create arduino based car. ",Arduino,Arduino-with-Tricolor-LED-and-Push-button,"arduino uno board, arduino ide, compile and upload, tricolor led, push button, video tutorials"
3619,1862.0,tricolor ed light contrast,how to change the contrast of the led how to calculate the resistor values needed to change the contrast,"you are correct about changing the resistor values and thus limiting the current for reducing the brightness. regarding selecting resistor, refer this previous question - https://forums.spoken-tutorial.org/question/1861/resistor-value-in-the-circuit/",Arduino,Arduino-with-Tricolor-LED-and-Push-button,"arduino uno board, arduino ide, compile and upload, tricolor led, push button, video tutorials"
3620,1871.0,wrong microcontroller found.  did you select the right board from the tools > board menu?,wrong microcontroller found.  did you select the right board from the tools > board menu?,can you explain what's the error or difficulty you are getting while performing the experiment,Arduino,Arduino-with-Tricolor-LED-and-Push-button,"arduino uno board, arduino ide, compile and upload, tricolor led, push button, video tutorials"
3621,1871.0,wrong microcontroller found.  did you select the right board from the tools > board menu?,wrong microcontroller found.  did you select the right board from the tools > board menu?,"sir,error got dissolved.board selection was missing in executing the code.thank you for response.",Arduino,Arduino-with-Tricolor-LED-and-Push-button,"arduino uno board, arduino ide, compile and upload, tricolor led, push button, video tutorials"
3622,1888.0,why we need to add register in tricolor led with button?,tutorial 6: arduino with tricolor led and push-button - englishtime: 8:10the video has an explanation but i am not able to understand why we need to use register between pin no 4 and anode pin of led.,"when you configure any digital pin on arduino as input,  it requires 5v supply to work any operations. when you press the push button, that pin gets the 5v supply it requires and the resistor connected to that pin makes sure that the current is not delivered to this pin immediately. the resistor is used to limit the current",Arduino,Arduino-with-Tricolor-LED-and-Push-button,"arduino uno board, arduino ide, compile and upload, tricolor led, push button, video tutorials"
3623,3093.0,tri color led,push button program is not showing any output .my led keeps blinking whether the button is pressed or not.what to do now?,please check your connection as it is explained in the tutorial. there may be a problem of connectivity also in breadboard and the jumper wires we used. ,Arduino,Arduino-with-Tricolor-LED-and-Push-button,"arduino uno board, arduino ide, compile and upload, tricolor led, push button, video tutorials"
3624,445.0,muje c++ languages,sir muje c+ languages sikhni he wo bhi apni language  marathi me to muje aapke yaha mian c+ languages marathi me sikh sakta hu kya? plz meri help kijiye.,"dear praveen hajare,haan, aap c++ marathi mein seekh sakte hain. niche diye gaye link ko copy kare aur apne computer par firefox ya chrome web browser par kholiye -http://spoken-tutorial.org/tutorial-search/?search_foss=c+and+cpp&search_language=marathinancyst team",Aakash-Business-Tool,Overview-of-Aakash-Business-Tool,"Video tutorial, Accounting software, Free and open source software, SD card, NGO & Profit making, Proxy Settings, abt.img, ABT.apk"
3625,447.0,sending a question,let me know from basic about spoken?,"hello,spoken tutorials are audio-video tutorials using which you can learn many free and open source software like c, c++, java, php, perl, ruby, libreoffice suite, openfoam, python, scilab, openmodelica, etc.  there are around 40+ spoken tutorial courses.these tutorials are available in many indian languages so that learners can learn in a language that they are conversant with.visit http://spoken-tutorial.orgright at the top, locate 2 drop-downs - all courses and all languageschoose the software and the languagethen click on submit buttona list of spoken tutorials will be displayed in the recommended order of learningclick on the first topic and begin learningclick on forums to post questions related to a particular tutorialhappy learning!nancyspoken tutorial team",What-is-Spoken-Tutorial,What-is-Spoken-Tutorial-12min,"Video Tutorial, Screencast, IT education, self learning, bridge digital divide, Free instructional material."
3626,449.0,libra office,"sir,how to download and install libra office","if you are using winows or mac osx, kindly go to the link http://www.libreoffice.org/download/ and download the latest version of libreoffice and install it.in ubuntu linux os, it will be installed by default.",LibreOffice-Installation,LibreOffice-Suite-Installation-on-Linux-OS,"libreoffice suite, installation of libreoffice suite on linux os, installation of all components of libreoffice using terminal, video tutorial"
3627,449.0,libra office,"sir,how to download and install libra office","dear ankit,to learn how to install libreoffice suite, pls refer to the tutorials listed in this link.http://spoken-tutorial.org/tutorial-search/?search_foss=libreoffice+installation&search_language=play and listen to the tutorial, pause it and then reproduce all the instructions on your machine.rgds,nancyst team",LibreOffice-Installation,LibreOffice-Suite-Installation-on-Linux-OS,"libreoffice suite, installation of libreoffice suite on linux os, installation of all components of libreoffice using terminal, video tutorial"
3628,449.0,libra office,"sir,how to download and install libra office","\r\n\r\n                    \r\n    \r\n                    \r\n    homewindows softwarebusiness softwareoffice suiteslibreoffice\r\n\r\n\r\n        \r\n                \r\n        \r\n            libreoffice\r\n            \r\n                        \r\n\r\n\r\n            \r\n        \r\n\r\n                                                                    \r\n    \r\n                                                        \r\n                                    \r\n\r\n    \r\n        \r\n            \r\n\r\n        \r\n                \r\n                                        download now\r\n            \r\n                                        secure download\r\n            \r\n            \r\n        \r\n    \r\n\r\n\r\n        \r\n\r\n                                    \r\n                         \r\n         download editors' rating:\r\n     \r\n    \r\n     \r\n              \r\n        \r\n            \r\n                4.5\r\n            \r\n        \r\n    \r\n     \r\n     \r\n                               outstanding\r\n                                                                                      \r\n                \r\n                                        \r\n                    \r\n\r\naverage user rating:\r\n   \r\n            \r\n    \r\n    \r\n        4.0\r\n    \r\n                    \r\n   \r\n       \r\n        \r\n            out of 179 votes        \r\n        \r\n    \r\n                   \r\n                        \r\n\r\n    \r\n        \r\n                    \r\n                \r\n                      what do you need to know about free software?    \r\n                    \r\n                    \r\n                                                            \r\n                    \r\n                    \r\n                    \r\n\r\n                    \r\n        \r\n\r\n                    \r\n    \r\n\r\n                                            \r\n    \r\n        editors' review+\r\n        \r\n                            by:\r\n                \r\n                   download.com staff\r\n                \r\n                                    on september 03, 2014\r\n                    \r\n                \r\n            \r\n                \r\n                 \tlibreoffice is a free suite of apps for creating \r\ntext documents, spreadsheets, presentations, and more, which you can \r\nthen save in microsoft office formats. with libreoffice, you get nearly \r\nall the functionality of paid word processing and other programs without\r\n the hefty price tag.",LibreOffice-Installation,LibreOffice-Suite-Installation-on-Linux-OS,"libreoffice suite, installation of libreoffice suite on linux os, installation of all components of libreoffice using terminal, video tutorial"
3629,451.0,arduino,can we create arduino based car?,"yes, you may create arduino based car. ",Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3630,451.0,arduino,can we create arduino based car?,"yes,we can",Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3631,456.0,picture needs,models of arduino,could you please elaborate? i couldn't understand. ,Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3632,456.0,picture needs,models of arduino,"open-source hardware (osh), consists of physical artifacts of technology designed and offered by the open design movement. both free and open-source software (foss) as well as open-source hardware is created by this open-source culture movement and applies a like concept to a variety of components. it is sometimes, thus, referred to as fosh (free and open-source hardware). the term usually means that information about the hardware is easily discerned so that others can make it - coupling it closely to the maker movement [1] hardware design (i.e. mechanical drawings, schematics, bills of material, pcb layout data, hdl source code  [2] and integrated circuit layout data, in addition to the software that drives the hardware, are all released under free/libre terms. the original sharer gains feedback and potentially improvements \\r\\non the design from the fosh community. there is now significant evidence that such sharing can drive a high return on investment for investors.[3]  since the rise of reconfigurable programmable logic devices, sharing of logic designs has been a form of open-source hardware. instead of the schematics, hardware description language (hdl) code is shared. hdl descriptions are commonly used to set up system-on-a-chip systems either in field-programmable gate arrays (fpga) or directly in application-specific integrated circuit (asic) designs. hdl modules, when distributed, are called semiconductor intellectual property cores, or ip cores.",Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3633,754.0,connection diagram,anode and cathode terminal of lcd is not connected in diagram shown.  probably as i searched on internet it must  connected . without this  correction  practical not work which may lead learners to wrong direction.please correct it if i am write.,"please watch the video once again for more clarifications.2:41 to 2.47 - it says:pin 15 is the anode of the backlight lcd.pin 16 is the cathode of the backlight lcd.5:12 - 5:24 - in the video, the connections are shown for pin15 and pin 16 (anode and cathode).",Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3634,1882.0,error in verify/compilation,stray '\\342' in program error shown in lcd.print(\u201chello world\u201d);can i know why....??connections are all correct according to me,"lcd experiment involves lot of connections. please make sure you have connected all the required pins to arduino and lcd module. also, as described in the tutorial, you need to add the liquidcrystal library in your code.",Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3635,1882.0,error in verify/compilation,stray '\\342' in program error shown in lcd.print(\u201chello world\u201d);can i know why....??connections are all correct according to me,sir done already ,Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3636,1882.0,error in verify/compilation,stray '\\342' in program error shown in lcd.print(\u201chello world\u201d);can i know why....??connections are all correct according to me,"please make sure both the functions, i.e. void setup() and void loop() are present in the code. even if you are typing the hello world inside void setup function, you need to keep void loop() function in the code",Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3637,1882.0,error in verify/compilation,stray '\\342' in program error shown in lcd.print(\u201chello world\u201d);can i know why....??connections are all correct according to me,were you able to perform the previous code i.e. first row & second row successfully ? ,Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3638,1891.0,lcd display gets heated,as per the video lecture i have connected all the connections.yet lcd display gets heated and some portion of the lcd is not displaying properly.as the time was less we had to skip this at that time and moved on to other exercises.kindly let me know how this can be dealt.  ,"please make the connections as mentioned in the tutorial using a resistor and the potentiometer. in any case, please make sure the vcc and gnd are not shorted since this could cause the heating issue generally and also might damage your lcd if you keep it for a long time.",Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3639,1891.0,lcd display gets heated,as per the video lecture i have connected all the connections.yet lcd display gets heated and some portion of the lcd is not displaying properly.as the time was less we had to skip this at that time and moved on to other exercises.kindly let me know how this can be dealt.  ,please follow the instructions in the video carefully and the lcd should run properly. crosscheck the connections before powering it up.,Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3640,2716.0,assignment, assignment should be submitted to which mail id and in which format ?,it's not for submission purpose.completing the given assignment let's you know that you understood the tutorial.,Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3641,2846.0,programming in arduino,if we are writing programming code with mixed upper and lower case latters than these will effect to programming? means showing error or not?,"identifiers are combination of upper and lower cases like pinmode , digitalwrite. and they are supposed to be written in this way only.for variables you can use upper and lower cases as you please but make sure you continue with the same word for the entire code to upload the program successfully.",Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3642,3029.0,about soldering,sir is there any way to use lcd without soldering?if there is any way please tell me.,"ideally, you should use lcd module after soldering the header pins only as it assures of no hanging or clumsy connection. after soldering the header pins on lcd module it gets easier to connect it to other devices or microcontroller. ",Arduino,Arduino-with-LCD,"arduino uno board, arduino ide, compile and upload, lcd, video tutorials"
3643,453.0,how to create circle as it given in assignment,"while solving the problems given in video, i came to know that i have to draw a circle profile in openfoam. so when i was drawing that i written all the vertices but when i want to see that in parafoam, it not showing. what i have to do next ?","hey, i'll try to help you out with this. as you can see in the video, at 3:10, it is explained how to create the vertices for any curved object. you need to find the exact x-y coordinates of the arc by using the sine and cosine formulas. an illustration of this is in the slides. next, at 6:45 it is shown how you can create an arc between two vertices. similarly you need to number all vertices and create arcs between them.for the assignment, you just need to change the values of the internal and external radii of the circular profile. so you can accordingly find the coordinates.for your case, please check if you have put the 'arc' statements in the blockmeshdict file and also if you have put the 'hex' statements properly. could you post back with some specific issue in paraview, so that i can help you find the issue? ",OpenFOAM,Creating-curved-geometry-in-OpenFOAM,"Video tutorial, CFD, Flow over cylinder, edges, blocks, Creating curved geometry, OpenFOAM. "
3644,453.0,how to create circle as it given in assignment,"while solving the problems given in video, i came to know that i have to draw a circle profile in openfoam. so when i was drawing that i written all the vertices but when i want to see that in parafoam, it not showing. what i have to do next ?",hey! can you attach images of your blockmeshdict file?and also run this command - blockmesh > output.logand post a screenshot of the error here? ,OpenFOAM,Creating-curved-geometry-in-OpenFOAM,"Video tutorial, CFD, Flow over cylinder, edges, blocks, Creating curved geometry, OpenFOAM. "
3645,2479.0,selection of vertices in edge section,"can we select any vortex point, which is passing from the arc?","hi divyesh,the arc keyword is used only for the curved edges of the geometry. the arc is define using two vertices that form the end points of the arc and an intermediate point. while defining the arc, the end point is very specific. however, you may use any point on the circular arc as intermediate point.regards,ashley ",OpenFOAM,Creating-curved-geometry-in-OpenFOAM,"Video tutorial, CFD, Flow over cylinder, edges, blocks, Creating curved geometry, OpenFOAM. "
3646,455.0,first c programmes,why every  programme should have only function?,yes,Aakash-Business-Tool,ABT-for-Linux,"video tutorial, free accounting software, free and open source accounting software, installing aakash business tool on linux os, installing abt on linux os, abt.apk, genymotion, abt, aakash business tool"
3647,458.0,"cannot locate ""simulation settings"" button",this button is missing.  can you please help.,"from dwsim 4.0, simulation settings button has been made available under edit option. alternatively, one can also use the shortcut ""alt + s"" to open simulation settings.",DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3651,458.0,"cannot locate ""simulation settings"" button",this button is missing.  can you please help.,"in dwsim 5.7 and newer versions ""simulation settings"" button is available as ""settings"" on toolbar.",DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3655,462.0,unable to find components from dwsim database.,"it is said in the tutorial to add benzene from dwsim database, but current ui doesn't show any benzene component from dwsim database when searched for it.",use benzene from chemsep database.,DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3659,463.0,cannot locate thermodynamics tab in simulation settings,thermodynamics tab is missing under simulation settings. can you please help.,1. click on settings on toolbar.2. new window will open.3. there is a separate tab for thermodynamics in this window.,DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3663,464.0,not getting automatic pop-up to enter composition after dropping material stream in flowsheet,"after dropping the material stream into flowsheet from object palette, there is no automatic pop-up to enter the composition. so where do one specify the composition of the stream?","1. double click on material stream.2. new pop up will open on left side of the window.3. locate ""input data"" tab in the window.4. in""input data"" tab there is a separate tab to enter composition named""compound amounts"".",DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3667,465.0,"cannot locate the option to change ""system of units""",this option is missing. can you please help.,click on settings. a new window will open. system of units is separate tab in this.,DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3671,466.0,where is the specification button for specification of the material stream?,cannot find the specification button for specification of the material. can you please help.,1. specify values of specification in input data tab.2. the input data tab is there in the popup after clicking material stream.,DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3675,467.0,where to change the name of the material stream?,"as there is no 'appearance' tab with 'name' field, how do one change the name of the material stream?","1. click on the material stream, which you've dragged and dropped. 2. now you will see an object pallet popping up on the left side of your screen3. now you can edit the name of the material stream as shown in this figure.",DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3679,468.0,"cannot locate ""apply"" button after entering the composition of the material stream","the ""apply"" button is missing. can you please help.","in dwsim 5.7 for entering composition there is separate tab in ""input data"" as ""compound amounts"". apply button is located on the right side of the composition table in this tab.",DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3683,504.0,thermodynamics tab,in my dwsim installation the simulation settings are not as shown in the video am unable to find the thermodynamics tab?and also when i search for components i don't get components present in dwsim by i get components present in chemsep,it is because dwsim interface is changed recently. please refer this answer for thermodynamic tab and use components from chemsep database.,DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3687,2023.0,the status of the steam,the status of the steam is always ''no calculated'',"it might be due to one of the below-mentioned factors because of which the status of material stream is shown as ""not calculated""1. no compounds added and thermodynamic property package selected for the simulation2. the flowsheet calculator is inactive.please check. if the issue still exists, please share your dwsim file so that i can look into the issue.",DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3691,3018.0,about assignments,i want to know whether we should post the assignments on any link to get it evaluated and get certificate for the same?or is there any other procedure to get certificate? pls answer both the questions.,"delighted to know that you are interested in knowing about a possibletest and a certificate in the spoken tutorial courses.our tests are offered ""only through colleges"" at a nominal cost.  we suggestthat you study using our course material during the covid-19 lock down.our tutorials are created for self learning.  please use the forum to ask yourdoubts, as explained in a video on the course page.on your return after your college reopens, tests can be arranged inyour colleges.  for more details, please contact your state representative athttps://process.spoken-tutorial.org/index.php/software-training#contacts_for_training- both phone numbers and email addresses are given in this link.",DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3695,3018.0,about assignments,i want to know whether we should post the assignments on any link to get it evaluated and get certificate for the same?or is there any other procedure to get certificate? pls answer both the questions.,"//#include<stdio.h>int main() {printf (""welcome to the "") ;printf ("" world of c"") ;return 0;}",DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3699,3111.0,about project flowsheeting,"hello ,how can i do the project flowsheeting tasks to earn certificate?",the steps to participate in dwsim flowsheeting project is explained here: https://dwsim.fossee.in/flowsheeting-project/flowsheeting-internship,DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3703,3170.0,cannot locate new steady-state simulation under file menu in dwsim version 6.1 update 1,"i am unable to find ""new steady-state simulation"" option under file menu as displayed in the tutorial. i am using dwsim version 6.1 update 1.","""new steady-state simulation"" option is renamed as ""new process simulation model"" in current interface. please refer image: https://drive.google.com/file/d/1bmxrwkeoogtcabseuku3i0kgqvhs_xj-/view?usp=sharing",DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3707,3211.0,how to choose appropriate thermodynamic property package,how wil i know what property package goes well with a compound is there any specific rule for the same or any standards of choosing?,you will have to make use of the thermodynamic decision tree available: https://drive.google.com/file/d/1cuz7qne8ztca60b-l-_rr7hrd_jgflpl/view?usp=sharing to predict the correct thermodynamic property package for your system.,DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3711,3211.0,how to choose appropriate thermodynamic property package,how wil i know what property package goes well with a compound is there any specific rule for the same or any standards of choosing?,you can refer the previously asked questions as it is answered there. i am attaching the link for corresponding answer.https://forums.spoken-tutorial.org/question/3105/thermodynamic-property-package/,DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3715,3211.0,how to choose appropriate thermodynamic property package,how wil i know what property package goes well with a compound is there any specific rule for the same or any standards of choosing?,for every component the property package is defined. we have to see in which category the component falls. for example for hydrocarbons mainly we use peng-robinson. ,DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3719,3212.0,cannot open new steady state simulation,"i am using v 5.8 u 11 of dwsim. when i open the application, it does not open to the task manager and there is no option to select under the files tab to select a new steady-state simulation. what do i do?/",go to files and select new process simulation model.,DWSIM,Creating-a-material-stream-in-DWSIM,"  material stream,   units and values,   property estimation package,  chemical components,   thermodynamic package, video tutorial"
3723,469.0,"cannot locate ""material stream"" object to drag and drop into flowsheet area","where do one find the ""material stream"" object to drag and drop into flowsheet area?","in dwsim 5.7 and new versions object palette is located at the bottom of the flowsheet canvas. you can find ""material stream"" in ""streams"" tab in this object palette.",DWSIM,Introduction-to-Flowsheeting,"dwsim, mixers, pressure and vapor fraction, vapor phase mole fraction, 
pressure calculation, gas-liquid separator,  two phase feed, video tutorial."
3725,473.0,getting warning message while opening files in dwsim,why do i get warning message when i open the tutorial code files in dwsim 4.0 and above version?,"in dwsim4 structure of xml file is different; hence it will show this warning when you open the code files, since they are created in dwsim3. click on ok.save the file using ctrl + sor file --> saveso it will change file structure.when you save these files in dwsim4 they becomes incompatible with dwsim3.",DWSIM,Introduction-to-Flowsheeting,"dwsim, mixers, pressure and vapor fraction, vapor phase mole fraction, 
pressure calculation, gas-liquid separator,  two phase feed, video tutorial."
3727,474.0,phase mole fraction box greyed out,how do i specify the vapor phase mole fraction for input 1 as shown in the tutorial? the box to enter the mole fraction is greyed out.,1. click on the box in front of flash spec in input data.2. select pressure and vapor fraction(pvf) from drop down menu.3. enter 1 in vapor phase molar fraction box and press enter.,DWSIM,Introduction-to-Flowsheeting,"dwsim, mixers, pressure and vapor fraction, vapor phase mole fraction, 
pressure calculation, gas-liquid separator,  two phase feed, video tutorial."
3729,475.0,"cannot locate ""mixer"" to add to flowsheet",where do i find the mixer to be added to flowsheet?,"in dwsim 5.7 and newer versions object palette is loacated at bottom of flowsheet canvas area. find ""mixers/splitters"" tab in this object palette. drag and drop ""stream mixer"" for adding mixer in flowsheet.",DWSIM,Introduction-to-Flowsheeting,"dwsim, mixers, pressure and vapor fraction, vapor phase mole fraction, 
pressure calculation, gas-liquid separator,  two phase feed, video tutorial."
3731,476.0,"cannot locate ""play"" button to activate the solver",where do i find the play button to activate the solver after flow sheet is completed?,click on solve flowsheet button on toolbar which will work as play in dwsim3 and onward. ,DWSIM,Introduction-to-Flowsheeting,"dwsim, mixers, pressure and vapor fraction, vapor phase mole fraction, 
pressure calculation, gas-liquid separator,  two phase feed, video tutorial."
3733,477.0,where to see the calculated values of mixer-out stream?,can you please help in locating the output values of mixer-out stream?,click on mixer-out. popup will come on left side of window. you can locate answers in this popup. ,DWSIM,Introduction-to-Flowsheeting,"dwsim, mixers, pressure and vapor fraction, vapor phase mole fraction, 
pressure calculation, gas-liquid separator,  two phase feed, video tutorial."
3735,478.0,"cannot locate ""separator vessel"" to add to flowsheet",where do i find the separator vessel to be added to flow sheet?,"in dwsim  version 5.7 and onward object palette is located at bottom of flowsheet canvas. go to ""separators/ tank"" tab from this object palette. locate ""gas-liquid separator"" in this tab. in newer versions separator vessel name is changed to gas-liquid separator.",DWSIM,Introduction-to-Flowsheeting,"dwsim, mixers, pressure and vapor fraction, vapor phase mole fraction, 
pressure calculation, gas-liquid separator,  two phase feed, video tutorial."
3737,479.0,"how do one set ""override separation temperature"" to true and enter its value?","as shown in the tutorial assignment, where can i set the override separation temperature and enter its value?",1. click inside small box near override sep. temperature.2. enter value in the box on right of override sep. temperature as shown in this figure.,DWSIM,Introduction-to-Flowsheeting,"dwsim, mixers, pressure and vapor fraction, vapor phase mole fraction, 
pressure calculation, gas-liquid separator,  two phase feed, video tutorial."
