,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword
5133,2600.0,finding maxima on graph,how to find maxima in plotted graph? sin sq fn?difference between plot(sin(s)*sin(s))/s and plot((sin(s)*sin(s))/s)two different graphs which one is correct,"the steps to find the maxima in the plotted graph are shown in the video. please watch that and follow.the second code is correct, the first code where throw an error.",Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5134,2841.0,unable to solve exercise 1,hi i am unable to solve exercise 1: plot(sin(x)*sin(x))*xplease help me with the solution,"please note plot( ) is a function.your brackets have not been closed properly, the expression should be  plot( ( sin( x ) * sin( x ) ) * x ) ",Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5135,3155.0,import error:  dll load failed: the specified module could not be found,"sir/ madam,while  i am entering ""import matplotlib"" command in ipython3, it shows the following:microsoft windows [version 10.0.17134.1667](c) 2018 microsoft corporation. all rights reserved.c:\users\dell>ipython3python 3.6.8 (tags/v3.6.8:3c6b436a57, dec 24 2018, 00:16:47) [msc v.1916 64 bit (amd64)]type 'copyright', 'credits' or 'license' for more informationipython 7.16.1 -- an enhanced interactive python. type '?' for help.in [1]: import numpyin [2]: import matplotlib---------------------------------------------------------------------------importerror                               traceback (most recent call last)<ipython-input-2-0484cd13f94d> in <module>----> 1 import matplotlibc:\users\dell\appdata\local\programs\python\python36\lib\site-packages\matplotlib\__init__.py in <module>    172    173--> 174 _check_versions()    175    176c:\users\dell\appdata\local\programs\python\python36\lib\site-packages\matplotlib\__init__.py in _check_versions()    157     # quickfix to ensure microsoft visual c++ redistributable    158     # dlls are loaded before importing kiwisolver--> 159     from . import ft2font    160    161     for modname, minver in [importerror: dll load failed: the specified module could not be found.ultimately  i am unable to run %pylab.","installing the visual c++ redistributable for visual studio 2015 from the link given below may solve the problem. <a href=""https://www.microsoft.com/en-us/download/details.aspx?id=48145"" target="""" title="""">https://www.microsoft.com/en-us/download/details.aspx?id=48145</a> please let us know if you face any problem.",Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5136,3239.0,tcl error when i run code don't show figure,"t=linspace(-pi,pi,100) plot(t,cos(t)) -->tcl error couldn't open ""/usr/share/matplotlib/mpl-data/images/matplotlib.ppm"": no such file or  directory.     please help me. sir/maim","seems to be some issue with the installed libraries, please try re installing the matplotlib library/in case that still does not work, please install anaconda python environment",Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5137,3243.0,don't show figure when i run code,"t=linspace(-pi,pi,100) plot(t,cos(t)) -->tcl error couldn't open ""/usr/share/matplotlib/mpl-data/images/matplotlib.ppm"": no such file or  directory.     please help me. sir/maim","seems to be some issue with the installed libraries, please try re installing the matplotlib library/in case that still does not work, please install anaconda python environment.",Python-3.4.3,Using-plot-command-interactively,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial"
5138,1326.0,solution : to get output of range command,"range(20) when entered in ipython console will give you output as same range(20) again. to see the actual numbers type:list(range(20))   it will typecast to list and output will be [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","correct! in python 2.7, we get the list whereas in python3 we need to explicitly do type casting.the solution slide is updated but not yet reflected.",Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5154,1493.0,range(),what is the purpose of range()?,range is a generator it is used to create a iterable of series of values,Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5158,1494.0,"in windows, range(1,5) not showing expected output [1,2,3,4,5], why?","in windows, range(1,5) not showing expected output [1,2,3,4,5], why?","this is not the expected output. when you run the function range, it will start from the mentioned starting point and it will end one before the destination point. in this particular case, you will be getting the output as [1,2,3,4] and not [1,2,3,4,5]. to get the output as [1,2,3,4,5], you need to write the following range function:range(1,6)regards.",Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5162,1513.0,range(),"in the tutorial  there is a question what will be the output of range(1,5)? the answer for this is mentioned in it is [1,2,3,4]but in the interpreter if we give this the output will be range(1,5). please explain what happens actually when range() function invokes.how this works in for loop","in new python versions range function is a generator, in older python version it used to be a list. that is why the outputs are different. however, generators work perfectly fine when used in for loops.please try to see generators in python official docs if you wish to understand what they are.",Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5166,1513.0,range(),"in the tutorial  there is a question what will be the output of range(1,5)? the answer for this is mentioned in it is [1,2,3,4]but in the interpreter if we give this the output will be range(1,5). please explain what happens actually when range() function invokes.how this works in for loop","for i in range(1,5):    print(i)we will get the out put1234if your code isfor i in range(5):print(i)then the output will be012345",Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5170,1513.0,range(),"in the tutorial  there is a question what will be the output of range(1,5)? the answer for this is mentioned in it is [1,2,3,4]but in the interpreter if we give this the output will be range(1,5). please explain what happens actually when range() function invokes.how this works in for loop",,Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5174,2005.0,file not found,hello! i am using python 3.6.8 and while doing the tutorial i have encountered an error ... i created the for loop statement in the notepad++ as instructed and saved it as sqrt_num_list.py but when i run it in the ipython console it says error:root:file`'sqrt_num-list.py'` not found.i have kept my file in the path as entered in the environment variable for my user.  can you please help me to solve my problem because it is causing me to delay my learning . thank you !!,"your file should be in the directory where ipython is invoked.in the ipython console, type ls or pwd commands (dir or cd for windows). ls will list all the content of the directory. pwd will show you the present working directory. verify if it is the same where your file is located.if not then type  cd <path-to-the-file> to change the directory. or else save the file in the directory where ipython is invoked.",Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5178,2334.0,error regarding for loop,"in [9]: %run -i sqrt_num_list.py  file ""c:\users\gargr\sqrt_num_list.py"", line 2    for num in numbers                      ^syntaxerror: invalid syntaxthe following is the notepad code:numbers=[4,9,16,25,36]for num in numbers    print(""sqrt of"", num, ""is"", num**0.5)print(""this is outside for-loop"")",your script has a syntax error in for num in numbers. you need to add a colon after the for statement like this for num in numbers:,Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5182,2862.0,range() function,"can we use range() function for string data also. if yes, how?","no, range() only accepts numbers and cannot be used to work with string data",Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5186,2981.0,"range(1,5) not showing [1,2,3,4]","in windows, range(1,5) not showing expected output [1,2,3,4,5], why?","hello reader,range(lowerbound,upperbound)generates a range from lowerbound to (upperbound minus 1)it doesnt include the upperboundso range(1,5) gives [1,2,3,4]",Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5190,3062.0,how to open text editor,how to open text editor simulataneously in ipython,"you can use %edit myfile.py command (use your file name in place of myfile.py), create or edit a file and execute it immediately once you exit.in case you are on linux you can use !vim myfile.py to use vim or nano as an external command.",Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5194,3066.0,saving of file,"where to save the file, if i am using window?",the file will be saved in the current working directory which your interpreter is pointing to. you can find which directory your interpreter is pointing to by using the command %pwdyou can also change directories by using the command %cd /new/path/directoryand then save files,Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial."
5198,1327.0,error,"in [6]: cat primes.txt  file ""<ipython-input-6-b296f9e207f4>"", line 1    cat primes.txt             ^syntaxerror: invalid syntax",cat is a command used to display the content of the files in linux.in windows cat command will not work.better would be simply open the file in some editor and view.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5199,1327.0,error,"in [6]: cat primes.txt  file ""<ipython-input-6-b296f9e207f4>"", line 1    cat primes.txt             ^syntaxerror: invalid syntax",thanks a lot for your reply and make it very interactive to learn during this workshop,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5200,1327.0,error,"in [6]: cat primes.txt  file ""<ipython-input-6-b296f9e207f4>"", line 1    cat primes.txt             ^syntaxerror: invalid syntax","for windows users1- download the code files from this tutorial video page2- save the file primes.txt at default path for ipthon3 files(where the graph charts were saved in previous tutorials by default)3- use command ""!type primes.txt"".",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5201,1332.0,about cat command,"how to write cat command with file path, if file exists in other directory ( windows os ).",you can use !type <file-path>/<filename>.txtexample: !type c:/documents/myfile.txt,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5202,1332.0,about cat command,"how to write cat command with file path, if file exists in other directory ( windows os ).",first check for directory where the file existsthen pass it as parameter to cat $> cat $file_path,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5203,1332.0,about cat command,"how to write cat command with file path, if file exists in other directory ( windows os ).","download codes, which given below the video and save it in your default path.cat function is for ubantu linux user.for windows use     !type filename.txt",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5204,1336.0,error,if i execute cat primes.txtit shows invalid syntax.,https://forums.spoken-tutorial.org/question/1328/reading-primestxt-file/,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5205,1348.0,provide syntax of loading data, how to write the correct path name so that data can be load? ,"in order to specify the complete file path you will have to type in the absolute file path.the absolute file path will be passed to loadtxt command as an argumentin windows:example: c:/documents/myfolder/myfile.csvin order to understand the file path of your desired file, use the windows explorer/file explorer and navigate to the where the file is located, right click on the file, open properties and you will find the complete file path specified there.in ubuntu:example: /home/mylocation/myfolder/myfile.csvhere also you can use the file explorer to find the exact file path of your file.in case you are still facing an issue, kindly paste the traceback here and we can help.",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5206,1405.0,loadtxt is not defined,error: 'loadtxt' is not defined.,i guess you have not used pylab. type ipython --pylab in your command prompt/terminal or if you are in ipython terminal type %pylab,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5207,1409.0,today workshop,hi sirthe cat commandcat primes.txt  shows errorit does't accept it shows invalid syntax,can you please paste a screenshot of the error and the command by using the imgur.com website,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5208,1409.0,today workshop,hi sirthe cat commandcat primes.txt  shows errorit does't accept it shows invalid syntax,"if you are on windows type ""!type filename.text""",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5209,1409.0,today workshop,hi sirthe cat commandcat primes.txt  shows errorit does't accept it shows invalid syntax,in case witting the cat prime.txtyou can use the command%pycat prime.txt ,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5210,1430.0,cat command,why cat command shows invalid syantax,"in windows there is no cat command, instead use !type filename.txt in windows.",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5211,1446.0,cat command not working,how to rectify syntax error for cat command?,in windows there is no cat command. use !type filename.txt.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5212,1446.0,cat command not working,how to rectify syntax error for cat command?,use %pycat followed by filename kept in pwdput your file in pwd,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5213,1448.0,sirisha e,cat command not working. how to load text file. give file name including path as an example. ,for loading a file you can use %load command%load file1.txt,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5214,1448.0,sirisha e,cat command not working. how to load text file. give file name including path as an example. ,in windows there is no cat command. use !type filename.txt.you can use loadtxt python function to load the data from a file.loadtxt('c:\\\\documents\\\\myfile.txt'),Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5215,1448.0,sirisha e,cat command not working. how to load text file. give file name including path as an example. ,%load is not recommended. instead use %pycat or !type to view file contents.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5216,1453.0,confusion about the solution given at 8:06,"the question 2 and 3 solutions seem to be confusion for me, since in the question it was asked to display the answer into 3 separate simple sequences, so my answers are2) l,t,s = loadtxt(""data.txt"",unpack = true)3) l,t, s = loadtxt(""data.txt"",unpack = true,delimiter = "":"")just clear my doubts since the answers given are x = loadtxt(""data.txt"",unpack = true)x = loadtxt(""data.txt"",unpack = true,delimiter = "":"")","x[0], x[1], x[2] contains the 3 separate simple sequences.",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5217,1455.0,current working directory issue,how to find the current working directory for the ipython console? where is the default location?,you can type:import osos.getcwd(),Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5218,1456.0,check this,"siraccording to my knowledge you are telling how to retrieve a text from the file. for example primes.txt , but i don't have that text in my folder. while teaching this you need to educate us to save the text files before rather than just retrieve the text file directly. kindly check you video.if  i am wrong kindly suggest me",you can get the relevant files from the code file section on this page,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5219,1456.0,check this,"siraccording to my knowledge you are telling how to retrieve a text from the file. for example primes.txt , but i don't have that text in my folder. while teaching this you need to educate us to save the text files before rather than just retrieve the text file directly. kindly check you video.if  i am wrong kindly suggest me",you can use this for creating a text file%%writefile text1.txt      hello how are you      welcome to python programmingit will create file in your current directoryyou can load that file using %load text1.txt,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5220,1462.0,loading data files,"in [105]: %pylabusing matplotlib backend: tkaggpopulating the interactive namespace from numpy and matplotlibin [106]: cat primes.txt  file ""<ipython-input-106-b296f9e207f4>"", line 1    cat primes.txt             ^syntaxerror: invalid syntax",please use the %cat magic command instead of only catif you are on windows you can use !type <file-path>/<filename>.txt example: !type c:/documents/myfile.txt,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5221,1470.0,loading data,cat primes.txt giving error says invalid syntaxi have copy and paste the text file in current directory also but not workinghow to load file form other directory?,use !type filename.txt to view file contents. to load the file data into variables use loadtxt command.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5222,1487.0,cat command,what is the alternate command for cat in windows?.,"use ""!type filename.txt""",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5223,1500.0,prime.txt,primes.txt is not loading,please paste the error message here as that will give a better idea regarding what the exact issue is. ,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5224,1501.0,fetching data from text file,"cat file1.txt   this command is file with number as well as stringsbut s=loadtxt(""file1.txt"") this command is fine only if data is number in file1.txt.  in case of strings/text this command is not working?","""loadtxt"" is specific for loading numeric data and not strings.",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5225,1515.0,"file ""data.txt"" not avaiable in download section, can't show the execution of the file...","spoken\r\ntutorial, iit bombay\r\n\r\nhttp\r\ns://spoken-tutorial.org\r\n\r\npython\r\n3.4.3\r\n\r\nloading\r\ndata from files -assignments\r\n\r\nassignment-22. given a file \u201cdata.txt\u201d with three columns of data separated by\r\nspaces. read it into 3 separate simplesequences.answer \u2013// sorry, can\u2019t show the\r\nexecution as the file is not available in the download section.x = loadtxt(""c:/users/administrator/desktop/gaurav patni iit\r\nbombay     ...:  tutorials 22 june 2019/data.txt"",unpack=true) print (x) 3. given a file \u201cdata.txt\u201d with three columns of data separated by \u201c:\u201d.\r\nread it into 3 separate simplesequences.answer \u2013// sorry, can\u2019t show the\r\nexecution as the file is not available in the download section.x = loadtxt(""c:/users/administrator/desktop/gaurav patni iit\r\nbombay     ...:  tutorials 22 june 2019/data.txt"",unpack=true,\r\ndelimite     ...: r="":"") \r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\nprint (x)","unfortunately, we are unable to comprehend your query due to the formatting , please provide a screenshot or an error message to help us understand the issue",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5226,1571.0,cat commend working... file is not loading,i am using 3.6.8 version of python . in lading data from file is not working.. by cat commend is not lading the input txt file.. kindly help me for data loading.,if you are on windows. use !type filename.txt ,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5227,1967.0,error,"cat primes.txtfile ""<ipython-input-75-b296f9e207f4>"", line 1    cat primes.txt             ^syntaxerror: invalid syntax i am using jupyter notebook why am i getting this error","in case you are using the cat command in the ipython console, please make sure you are using the magic command %cat instead of only using the command catalso make sure that the file is located in the current directory to which your ipython console is pointing to.if you are on windows: you can use !type <file-path>/<filename>.txt example: !type c:/documents/myfile.txt",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5228,1968.0,error because of cat command and !type filename.txt,"1.cat primes.txt  file ""<ipython-input-110-b296f9e207f4>"", line 1    cat primes.txt             ^syntaxerror: invalid syntax2.even !type filename.txt is showingthe system cannot find the file specified.","in case you are using the cat command in the ipython console, please make sure you are using the magic command %cat instead of only using the command cat also make sure that the file is located in the current directory to which your ipython console is pointing to. if you are on windows: you can use !type <file-path>/<filename>.txt example: !type c:/documents/myfile.txt",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5229,1977.0,cat command not working in offline mode using ipython 7.13.0,"when using cat command, syntax error is coming. is there an alternative?",you can use !type <file-path>/<filename>.txtexample: !type c:/documents/myfile.txt,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5230,2002.0,cat command is not working,"while using cat command,it is showing syntax error.is there a way to solve this problem?","cat command is for linux. for windows, you use !type <filename>",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5231,2032.0,regarding  cat primes.txt,"when i type the command cat primes.txt i am getting syntax error, also how to download the code files",cat command is available in linux and mac os only. in windows use !type primes.txt,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5232,2035.0,unable to load data from file,!type primes.txti used the above command since i am a window user. below is the error i got.the system cannot find the file specified. where to save the primes text file?i have currently saved the attachments in .ipython3 folder.,extract the fileand save it in the directory from where you invoke ipython,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5233,2037.0,windows procedure,please provide the procedure to read primes.txt file in windows step by step,1. download the resources zip file and extract it.2. copy the primes.txt file in the current working directory. to check the current working directory type %pwd.3. then type !type primes.txt.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5234,2044.0,placing a file,"sir/madam, i am facing a problem in loading the file . i couldn't place the file in the desired location such that it could be accessed by the cat command. i hope i would get my needs fulfilled. and i don't know where to place the files also ?so i need help.",steps to use files1.you can download the resources file and extract it (in case of a zip file).2. you need to place all the files in the current working directory.3. to check the current working directory type %pwd command inside ipython terminal.4. copy and paste the resources file in the directory shown by the %pwd command.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5235,2072.0,query on acces the txt file from specific path on windows,!type c:/myfolder/primes.txt it given the syntactical error,you can try this command !type c:\\myfolder\\primes.txt,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5236,2117.0,cat command and primes.txt file,"cat command is not working on windows.in [2]: cat primes.txt  file ""<ipython-input-2-b296f9e207f4>"", line 1    cat primes.txt        ^syntaxerror: invalid syntaxin [3]: cat?object `cat` not found.",done by using %pycat command%pycat  <filename with correct path>,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5237,2118.0,loadtxt command not working,"loadtxt command not workingshowing error%pycat is successful.in [30]: %pycat c:\users\pavilion15\downloads\primes.txt2357111317192329313741434753596167717379838997in [31]: primes=loadtxt(""c:\users\pavilion15\downloads\primes.txt"")  file ""<ipython-input-31-e07a60e37db7>"", line 1    primes=loadtxt(""c:\users\pavilion15\downloads\primes.txt"")                   ^syntaxerror: (unicode error) 'unicodeescape' codec can't decode bytes in position 2-3: truncated \uxxxxxxxx escape","got answerfile path was too longi have reduced it and got command executedin [47]: %pycat e:\primes.txt2357111317192329313741434753596167717379838997in [48]: primes = loadtxt(""e:\primes.txt"")in [49]: print(primes)[ 2.  3.  5.  7. 11. 13. 17. 19. 23. 29. 31. 37. 41. 43. 47. 53. 59. 61. 67. 71. 73. 79. 83. 89. 97.]",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5238,2119.0,loadtxt command not working,loadtxt command not working,"got answerfile path was too longi have reduced it and got command executedin [47]: %pycat e:\primes.txt2357111317192329313741434753596167717379838997in [48]: primes = loadtxt(""e:\primes.txt"")in [49]: print(primes)[ 2.  3.  5.  7. 11. 13. 17. 19. 23. 29. 31. 37. 41. 43. 47. 53. 59. 61. 67. 71. 73. 79. 83. 89. 97.]",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5239,2125.0,using cat command..,"are primes.txt and pendulum.txt in built files? when i tried opening the files ,gives error.","no you will have to download the files from the python tutorials on the spoken website. also, if you are on windows, make sure you use !type command instead of the cat command",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5240,2125.0,using cat command..,"are primes.txt and pendulum.txt in built files? when i tried opening the files ,gives error.",cat is a command used to display the content of the files in linux.in windows cat command will not work.kindly open the file manually using notepad or any available text editor.or you can also use !type primes.txt,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5241,2125.0,using cat command..,"are primes.txt and pendulum.txt in built files? when i tried opening the files ,gives error.","are primes.txt and pendulum.txt in built files? when i tried opening the files ,gives error.",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5242,2127.0,loadtxt ....,"while solving the self evaluation question ,i created a file data.txt having three columns separated by "";"". when i use loadtxt command it gives me an error ""could not convert string to an float: 'y_5\x00'give me the solution.","the problem might arise because of the meta-text in the .csv or .txt file that is not really written there but is copied when its content is loaded somewhere.i think it is better to first import your text in an array or a string and then split it and save into the dataframe specifically when your data is not too large.import csv arrays = []path = ""c:\\users\\souro\\downloads\\axisbank.csv""with open(path, 'r') as f:    reader = csv.reader(f)    for row in reader:        row = str(row).replace('\\', '') #deleting backslash       arrays.append(row)then take a look at arrays[:10] to find where the meta data ends and delete the unwanted data (meta data) and then converting the 'arrays' array into the dataframe. for instance:arrays = arrays[9:]df = pd.dataframe(arrays[1:], columns=arrays[0]) #arrays[0] is the columns names",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5243,2127.0,loadtxt ....,"while solving the self evaluation question ,i created a file data.txt having three columns separated by "";"". when i use loadtxt command it gives me an error ""could not convert string to an float: 'y_5\x00'give me the solution.","while solving the self evaluation question ,i created a file data.txt having three columns separated by "";"". when i use loadtxt command it gives me an error ""could not convert string to an float: 'y_5\x00'give me the solution.",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5244,2138.0,load the txt files,in windows i use the command cat primes.txt not run. how to use the command cat primes?if i use the method like open the file i.e. fd=open('primes.txt')p=fd.read()print(p)in case of writting the 3 line just use the cat primes.txt only it's run in ubuntu? not in window?,alternative for cat in window is %pycat primes.txt!type primes.txt%load primes.txt,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5245,2141.0,cat command,"in [2]: cat primes.txt  file ""<ipython-input-2-b296f9e207f4>"", line 1    cat primes.txt             ^syntaxerror: invalid syntaxplease tell the solution to solve the error","in case you are on windows, you can try this command !type primes.txt",Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5246,2143.0,"question no. 2 and 3, separate sequence","question no. 2 and 3 solutions provide confusion to me, because u told two separate sequence , two variables can use. in this case three separate sequence, three variables only use but in your solution you are using only one variable, how it posiible.",the variable that is being used is single but it is a sequence of sequences or a list of lists. so the single variable contains all the three sequences.please use print( variable_name ) to check the contents of the variable,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5247,2145.0,error while executing cat command,"on giving cat primes.txt command, it throws an invalid syntax error. kindly guide.",if you are on windows. use !type <filename> instead.thanks.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5248,2161.0,loading data from prime file,"cat command is not working.it shows following errorin [72]: cat primes.txt  file ""<ipython-input-72-4725bd19fac0>"", line 1    cat prims.txt            ^syntaxerror: invalid syntax",if you are on windows use !type <filename> . cat is a linux command.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5249,2185.0,cat command syntax error,"sir,while executing the program as explained in the video, the shell shows an invalid syntax for cat command, i have already downloaded the primes.txt file from code files and saved in the same directory. even after giving full path of the file, it shows same error. ",the cat command is used in linux and macos. for windows use !type primes.txt.make sure the file primes.txt is located in the current working directory. to check the current working directory type %pwd inside ipython terminal.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5250,2207.0,cat primes.txt syntaxerror: invalid syntax,"in [2]: %pylabusing matplotlib backend: tkaggpopulating the interactive namespace from numpy and matplotlibin [3]: cat primes.txt  file ""<ipython-input-3-b296f9e207f4>"", line 1    cat primes.txt        ^syntaxerror: invalid syntaxin [4]: !type primes.txtthe system cannot find the file specified.can you please help.",the cat command is used in linux and macos. for windows use !type primes.txt.make sure the file primes.txt is located in the current working directory. to check the current working directory type %pwd inside ipython terminal.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5251,2207.0,cat primes.txt syntaxerror: invalid syntax,"in [2]: %pylabusing matplotlib backend: tkaggpopulating the interactive namespace from numpy and matplotlibin [3]: cat primes.txt  file ""<ipython-input-3-b296f9e207f4>"", line 1    cat primes.txt        ^syntaxerror: invalid syntaxin [4]: !type primes.txtthe system cannot find the file specified.can you please help.",nan,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
5252,2207.0,cat primes.txt syntaxerror: invalid syntax,"in [2]: %pylabusing matplotlib backend: tkaggpopulating the interactive namespace from numpy and matplotlibin [3]: cat primes.txt  file ""<ipython-input-3-b296f9e207f4>"", line 1    cat primes.txt        ^syntaxerror: invalid syntaxin [4]: !type primes.txtthe system cannot find the file specified.can you please help.",download the files prime.txt and pendulum.txt from the resources below the video section.extract the file if it is a zip file.then copy all the downloaded and extracted(if any) into the current working directory.to check the current working directory type %pwd inside ipython terminal.,Python-3.4.3,Loading-Data-From-Files,"video tutorial, read data, files, loadtxt, ipython"
