id,tutorial_detail_id,slide,slide_user_id,slide_status,code,code_user_id,code_status,assignment,assignment_user_id,assignment_status,prerequisite_id,prerequisite_user_id,prerequisite_status,keyword,keyword_user_id,keyword_status,created,updated,additional_material,additional_material_status,additional_material_user_id
845,877,PMSBY-Slides.zip,7,4,"",7,6,"",7,6,875,7,4,"pradhan mantri suraksha bima yojana, pmsby, one year renewable accidental death insurance policy, membership of pmsby, premium of pmsby, benefits of pmsby, video tutorial",7,4,2017-01-16 10:41:25,2017-03-08 11:20:11,,6,7
846,875,SBI-Account-Opening-Slides.zip,7,4,"",7,6,"",7,6,,7,6,"opening a savings bank account in a bank, formalities to open a savings bank account, how to fill form 60 application form, documents required for id proof, verification and witnesses, what to do in case of minor, video tutorial

",7,4,2017-01-16 10:53:18,2017-03-08 11:20:21,,6,7
847,882,Register-on-SBI-Pay-app-Slides.zip,7,4,"",7,6,"",7,6,875,7,4,"download and install the sbi pay app on android smartphone, complete the one time registration process, what is sbi pay, benefits of sbi pay app, download from google playstore, adding bank accounts to the sbi pay app, create your vpa i.e. virtual payment address, set app password, set upi pin, create otp and mpin, video tutorial
 
",7,4,2017-01-16 11:10:04,2017-03-08 11:20:31,,6,7
848,883,Use-SBI-pay-app-Slides.zip,7,4,"",7,6,"",7,6,882,7,4,"transfer money using sbi pay app, keep track of all our transactions using the sbi pay app, validation of payee on sbi pay app, video tutorial",7,4,2017-01-16 11:24:19,2017-03-08 11:20:42,,6,7
849,881,Using-PyFoam-Utilities-Slides.zip,609746,4,"",609746,6,"",609746,6,780,609746,4,"openfoam, pyfoam, cfd, linux, pyfoam utilities,shocktube, video tutorial",609746,4,2017-01-16 12:36:29,2017-03-02 05:23:37,,6,609746
850,874,"",7,0,"",7,0,"",7,0,,7,0,video tutorial,7,0,2017-01-17 07:58:53,2017-01-17 07:58:53,,0,
851,859,Create-a-star-animation-Slides.zip,7,4,Create-a-star-animation-Codefiles.zip,4595,4,Create-a-star-animation-Assignment.txt,4595,4,852,4595,4,"synfig, group layers, gradient animation, color change animation, star animation, spoken tutorial, video tutorial",7,4,2017-01-17 12:06:06,2018-09-20 14:00:50,,6,4595
852,863,Getting-started-with-IPython-Slides.zip,4793,4,"",4793,6,Getting-started-with-IPython-Assignment.pdf,7,4,,4793,6,"python, ipython 3.4.3, round function, tab completion function, print command, typing error, spoken tutorial, video tutorial",7,4,2017-01-18 07:29:38,2020-04-21 13:29:30,,6,4793
853,864,Using-plot-command-interactively-Slides.zip,4793,4,"",4793,6,Using-plot-command-interactively-Assignment.pdf,7,4,863,4793,4,"python, ipython 3.4.3, plot , pylab, matplotlib, spoken tutorial, video tutorial",7,4,2017-01-18 09:58:03,2019-05-21 13:26:03,,6,4793
854,867,Multiple-plots-Slides.zip,4793,4,"",4793,6,Multiple-plots-Assignment.pdf,7,4,866,4793,4,"python, ipython 3.4.3, plot, legend, figure, savefig, spoken tutorial, video tutorial",7,4,2017-01-19 09:35:05,2019-05-21 13:28:35,,6,4793
855,884,Logo-animation-Slides.zip,4595,4,Logo-animation-Codefiles.zip,4595,4,Logo-animation-Assignment.txt,4595,4,860,4595,4,"synfig, do mirror object, logo animation in synfig, draw using spline tool, spherize effect, use text tool, save and render the file in synfig, spoken tutorial, video tutorial",7,4,2017-02-10 09:47:23,2020-04-21 13:32:57,,6,4595
856,871,Acid-base-Titrations-Slides.zip,4917,4,"",4917,6,Acid-base-Titrations-Assignment.txt,4917,4,847,4917,4,"titrations, strong acid, strong-base, weak-base, indicator, end-point, video tutorial, chemcollective vlabs",4917,4,2017-02-10 12:52:13,2017-03-24 12:30:31,,6,4917
857,865,Embellishing-a-plot-Slides.zip,4793,4,"",4793,6,Embellishing-a-plot-Assignment.pdf,7,4,864,4793,4," python, ipython 3.4.3, plot, title, embellish, plot, sine, cosine, colour of the plot, linewidth, spoken tutorial, video tutorial",7,4,2017-02-13 07:28:33,2019-05-21 13:26:50,,6,4793
858,866,Saving-plots-Slides.zip,4793,4,"",4793,6,Saving-plots-Assignment.pdf,7,4,865,4793,4,"python, ipython 3.4.3, savefig, python, save, plot, formats, spoken tutorial, video tutorial",7,4,2017-02-13 07:46:12,2019-05-21 13:27:48,,6,4793
859,868,Subplots-Slides.zip,4793,4,"",4793,6,Subplots-Assignment.pdf,7,4,867,4793,4,"python, ipython 3.4.3, plot, subplot, spoken tutorial, video tutorial",7,4,2017-02-13 10:12:00,2019-05-21 13:29:14,,6,4793
860,869,Additional-features-of-IPython-Slides.zip,4793,4,"",4793,6,Additional-features-of-IPython-Assignment.pdf,7,4,868,4793,4,"python ipython 3.4.3, running script, saving script, spoken tutorial, video tutorial",7,4,2017-02-13 10:19:53,2019-05-21 13:30:12,,6,4793
861,885,Introduction-to-Filezilla-Slides.zip,1479,4,Introduction-to-Filezilla-Codefiles.zip,7,4,"",1479,6,293,1479,4,"filezilla, ftp, file transfer, remote machine, local machine, transfer to specific location, spoken tutorial, video tutorial",1479,4,2017-02-15 04:36:42,2018-08-21 03:49:24,,6,1479
862,886,File-Handling-and-Bookmarks-Slides.zip,1479,4,File-Handling-and-Bookmarks-Codefiles.zip,7,4,"",1479,6,885,1479,4,"filezilla, ftp, file transfer, remote machine, local machine, transfer to specific location, manage bookmarks, view remote files, spoken tutorial, video tutorial",1479,4,2017-02-15 04:47:40,2018-08-21 03:48:42,,6,1479
863,887,How-to-create-a-library-Slides.zip,47177,4,"",47177,6,How-to-create-a-library-Assignment.pdf,47177,4,1178,47177,4,"koha administration, basic parameters, library code, opac info, enable autolocation, branch library, identify mandatory fields, importance of the library code, importance of  email id for library, importance of url for a particular branch library, opac info, create a group library, libraries and groups, video tutorial, spoken tutorial",7,4,2017-02-27 07:22:41,2020-04-21 12:34:16,,6,47177
864,879,"",7,0,"",7,0,"",7,0,,7,0,"rural IVR system, video tutorial",7,4,2017-02-27 09:45:29,2017-04-10 11:34:50,,6,7
866,892,Promo-of-LibreOffice-Suite-Slides.zip,4595,4,"",4595,6,"",4595,6,,4595,6,"libreoffice promo, features of libreoffice, uses of libreoffice, libreoffice formats, libreoffice tutorials in spoken tutorial, applications of libreoffice, libreoffice tutorials in various languages, video tutorial",4595,4,2017-03-06 10:45:53,2017-03-08 06:53:15,,6,4595
867,894,Promo-of-LibreOffice-Suite-Slides.zip,4595,4,"",4595,6,"",4595,6,,4595,6,"libreoffice promo, features of libreoffice, uses of libreoffice, libreoffice formats, libreoffice tutorials in spoken tutorial, applications of libreoffice, libreoffice tutorials in various languages, video tutorial",7,4,2017-03-06 11:10:49,2020-04-21 12:48:47,,6,4595
868,893,Promo-of-LibreOffice-Suite-Slides.zip,4595,4,"",4595,6,"",4595,6,,4595,6,"libreoffice promo, features of libreoffice, uses of libreoffice, libreoffice formats, libreoffice tutorials in spoken tutorial, applications of libreoffice, libreoffice tutorials in various languages, video tutorial",4595,4,2017-03-06 11:13:19,2017-03-08 06:53:56,,6,4595
869,891,Promo-of-LibreOffice-Suite-Slides.zip,4595,4,"",4595,6,"",4595,6,,4595,6,"libreoffice promo, features of libreoffice, uses of libreoffice, libreoffice formats, libreoffice tutorials in spoken tutorial, applications of libreoffice, libreoffice tutorials in various languages, video tutorial, LibreOffice Writer",7,4,2017-03-06 11:16:10,2020-04-21 12:50:11,,6,4595
870,895,Basic-bone-animation-Slides.zip,4595,4,Basic-bone-animation-Codefiles.zip,7,4,Basic-bone-animation-Assignment.txt,629970,4,852,629970,4,"add bones, add child bones, various coloured dots in the bone, attach bones to body, create a basic bone animation, spoken tutorial, video tutorial",7,4,2017-03-08 12:06:42,2020-04-21 13:33:11,,6,629970
871,897,Installation-of-PostgreSQL-Slides.zip,36848,4,"",36848,6,Installation-of-PostgreSQL-Assignment.txt,36848,4,990,36848,4," rdbms, postgresql, psql, pgadmin, installation on linux, installation on windows, video tutorial",36848,4,2017-03-10 07:26:37,2019-05-13 07:38:36,,6,36848
872,898,Create-database-using-PgAdmin-Slides.zip,36848,4,"",36848,6,Create-database-using-PgAdmin-Assignment.txt,36848,4,897,36848,4,"rdbms, postgresql, pgadmin, database, table, field, attributes, record, data types, video tutorial",36848,4,2017-03-10 07:56:23,2017-03-14 12:15:41,,6,36848
874,896,Cutout-animation-Slides.zip,629970,4,Cutout-animation-Codefiles.zip,4595,4,Cutout-animation-Assignment.txt,629970,4,861,629970,4,"use the cutout tool on an image, mask the image, adjust the nodes of mask, rotate the mask, animate the cutout shapes, video tutorial, spoken tutorial",7,4,2017-03-17 11:00:57,2020-04-21 13:33:24,,6,629970
876,909,Rocket-animation-Slides.zip,7,4,Rocket-animation-Codefiles.zip,4595,4,Rocket-animation-Assignment.txt,4595,4,896,4595,4,"synfig, rocket animation, fire effect, noise gradient, feather effect, gradient color, cut out tool, time loop, video tutorial, spoken tutorial",7,4,2017-03-29 12:28:00,2018-09-20 13:41:28,,6,4595
877,910,Hosting-a-Drupal-website-Slides.zip,1333,4,"",1333,6,"",1333,6,804,1333,4,"video tutorial, drupal, web hosting, cpanel, database import, export, code, website",1333,4,2017-03-30 07:11:56,2017-05-23 03:38:57,Hosting-a-Drupal-website-Additionalmaterial.txt,4,1333
878,899,Table-with-primary-keys-Slides.zip,36848,4,"",36848,6,Table-with-primary-keys-Assignment.txt,36848,4,898,36848,4,"primary key, insert, select, postgresql, pgadmin, database, table, field, record, data redundancy, drop table, video tutorial",7,4,2017-03-30 07:34:04,2020-04-21 13:31:00,Table-with-primary-keys-Additionalmaterial.txt,4,36848
879,911,Create-a-SuperLibrarian-Slides.zip,47177,4,"",47177,6,Create-a-SuperLibrarian-Assignment.txt,7,4,887,47177,4,"koha administration, basic parameters, libraries and groups, library code, opac info, video tutorial.",47177,4,2017-04-04 09:45:30,2018-09-05 05:20:20,,6,47177
880,914,Plug-Flow-Reactor-Slides.zip,3900,4,"",3900,6,Plug-Flow-Reactor-Assignment.txt,3900,4,719,3900,4,"plug flow reactor, simulation configuration wizard, flash algorithm, reactions manager, stoichiometry, kinetic reaction, kinetic reactions parameters, do, ro, master property table, solve flowsheet, video tutorial",7,4,2017-04-17 06:06:17,2017-05-09 11:42:20,,6,3900
881,825,"",7,0,"",7,0,"",7,0,,7,0,"",7,0,2017-04-18 04:40:35,2017-04-18 04:40:35,,0,
882,889,Add-an-Item-type-Slides.zip,47177,4,"",47177,6,Add-an-Item-type-Assignment.pdf,7,4,911,47177,4,"koha administration, item type, superlibrarian, books, journals, cd/dvd, collection code, rental charge, video tutorial, spoken tutorial",7,4,2017-04-26 05:15:57,2020-04-21 12:34:34,,6,47177
883,927,Installation-of-Audacity-in-Linux-OS-Slides.zip,7,4,"",5045,6,"",5045,6,1131,5045,4,"video tutorial, installation of audacity, lame library, ffmpeg library, .ogg file format, .mp3 file format, linux os",5045,4,2017-04-26 14:22:02,2020-02-12 09:19:08,,6,5045
884,890,Create-MARC-framework-Slides.zip,47177,4,"",47177,6,Create-MARC-framework-Assignment.pdf,47177,4,889,47177,4,"marc bibliographic framework, marc structure, frameworks, marc framework, repeatable, mandatory, authority file, global system preferences, video tutorial",7,4,2017-04-27 06:15:30,2018-09-05 05:23:00,,6,47177
885,917,Getting-started-with-eSim-Linux-installation-Slides.zip,4793,4,"",4793,6,"",4793,6,,4793,6,"video tutorial, free and open source software, eda tool, simulation",7,4,2017-05-03 09:48:46,2019-09-04 03:28:27,,6,4793
886,932,Select-statement-Slides.zip,36848,4,Select-statement-Codefiles.zip,36848,4,Select-statement-Assignment.txt,36848,4,899,36848,4,"rdbms, postgresql, pgadmin, select, select with where clause, relational operators, arithmetic operators, logical operators, alias column, video tutorial",36848,4,2017-05-04 10:22:01,2017-05-09 11:42:32,,6,36848
887,934,Exception-Handling-Slides.zip,1333,4,Exception-Handling-Codefiles.zip,7,4,Exception-Handling-Assignment.txt,7,4,851,1333,4,"exceptions, checked exceptions, unchecked exceptions, try catch block, finally block, video tutorial, java",1333,4,2017-05-05 05:32:50,2019-12-03 09:58:49,,6,1333
889,918,Getting-started-with-eSim-Windows-installation-Slides.zip,4793,4,"",4793,6,"",4793,6,,4793,6,"video tutorial, installation of esim on windows os, free and open source software, eda tool, simulation",7,4,2017-05-16 12:41:47,2020-04-21 11:36:08,,6,4793
890,915,Continuous-Stirred-Tank-Reactor-Slides.zip,3900,4,"",3900,6,Continuous-Stirred-Tank-Reactor-Assignment.txt,3900,4,914,3900,4,"continuous stirred tank reactor, simulation configuration wizard, flash algorithm, reactions manager, stoichiometry, kinetic reaction, kinetic reactions parameters, do, ro, master property table, solve flowsheet, video tutorial",7,4,2017-05-24 07:14:39,2017-06-09 03:02:23,,6,3900
891,939,Place-order-for-a-book-Slides.zip,47177,4,"",47177,6,Place-order-for-a-book-Assignment.pdf,47177,4,950,47177,4," add a new vendor, add a book, list prices,  new basket, shipment,  invoice prices, billing place, delivery place, empty record, koha, video tutorial, spoken tutorial",7,4,2017-05-25 07:49:55,2020-04-21 12:35:00,,6,47177
892,938,Cataloging-Slides.zip,47177,4,"",47177,6,Cataloging-Assignment.pdf,47177,4,939,47177,4,"cataloging, library staff, add marc record, industrial microbiology, barcode, isbn number, video tutorial",47177,4,2017-05-26 05:22:57,2018-09-11 12:54:11,,6,47177
893,940,Circulation-Slides.zip,47177,4,"",47177,6,Circulation-Assignment.pdf,47177,4,938,47177,4,"circulation and fine rules, patron category, check out, renewing, check in, current checkouts, barcode, koha, video tutorial",7,4,2017-05-29 06:37:45,2020-04-21 12:35:26,,6,47177
894,912,Buffer-Solutions-Slides.zip,4917,4,"",4917,6,Buffer-Solutions-Assignment.txt,4917,4,871,4917,4,"buffer solution, titration, weak acid-strong base, strong acid-weak base, acetate buffer, vlabs, video tutorial, spoken tutorial",7,4,2017-06-05 09:38:02,2020-04-21 11:26:49,Buffer-Solutions-Additionalmaterial.txt,4,4917
895,946,Plotting-Charts-Slides.zip,5373,4,Plotting-Charts-Codefiles.zip,7,4,Plotting-Charts-Assignment.pdf,7,4,864,5373,4,"python, ipython, pylab, scatter plot, charts, matplotlib help",5373,4,2017-06-06 07:28:15,2019-05-21 13:32:53,,6,7
896,935,Custom-Exceptions-Slides.zip,1333,4,Custom-Exceptions-Codefiles.zip,7,4,Custom-Exceptions-Assignment.txt,7,4,934,1333,4,"java, video tutorial, custom exceptions, user defined exceptions, throw keyword, throws keyword",1333,4,2017-06-09 05:07:50,2019-12-12 10:42:55,,6,1333
897,947,Installing-Joomla-on-Windows-Slides.zip,36848,4,"",36848,6,"",36848,6,580,36848,4,"joomla windows installation, create database, xampp, phpmyadmin, mysql / mariadb, video tutorials",36848,4,2017-06-13 11:49:10,2018-04-22 02:15:14,,6,36848
898,948,Installation-of-FrontAccounting-on-Windows-OS-Slides.zip,36848,4,"",36848,6,"",36848,6,832,36848,4,"frontaccounting installation, xampp installation, apache server, php, windows, video tutorials",36848,4,2017-06-15 10:25:29,2018-04-22 02:24:51,,6,36848
899,933,Select-with-Aggregate-functions-Slides.zip,36848,4,"",36848,6,Select-with-Aggregate-functions-Assignment.txt,36848,4,932,36848,4,"rdbms, postgresql, pgadmin, distinct, like, in, is null, between, aggregate functions, video tutorial",36848,4,2017-06-15 10:56:09,2017-06-23 11:49:32,,6,36848
901,913,Heat-of-Reaction-Slides.zip,4917,4,"",4917,6,Heat-of-Reaction-Assignment.txt,4917,4,870,4917,4,"enthalpy, heat change, heat of reaction, molar heat of reaction, neutralization, hess’s law, chemcollective vlabs, video tutorial",7,4,2017-06-20 10:17:52,2020-04-21 11:29:03,,6,4917
902,819,"",7,0,"",7,0,"",7,0,,7,0,"",7,0,2017-06-21 15:10:48,2017-06-21 15:10:48,,6,7
903,824,"",7,0,"",7,0,"",7,0,,7,0,"",7,0,2017-06-21 15:11:17,2017-06-21 15:11:17,,6,7
904,821,"",7,0,"",7,0,"",7,0,,7,0,"",7,0,2017-06-21 15:14:28,2017-06-21 15:14:28,,6,7
905,949,Set-Currency-Slides.zip,47177,4,"",47177,6,Set-Currency-Assignment.pdf,47177,4,890,47177,4,"currencies and exchange rates, rate, symbol, iso code, column visibility, rupee, koha, video tutorial",7,4,2017-06-22 07:32:33,2020-04-21 12:35:58,,6,47177
906,950,Add-Budget-and-Allocate-Funds-Slides.zip,47177,4,"",47177,6,Add-Budget-and-Allocate-Funds-Assignment.pdf,47177,4,949,47177,4,"add a budget, duplicate budget, allocate funds, make a budget active, lock budget, mark the original budget as inactive, set all funds to zero, video tutorial, spoken tutorial",7,4,2017-07-03 05:10:24,2018-09-07 12:01:53,,6,47177
907,943,Loading-Data-From-Files-Slides.zip,7,4,Loading-Data-From-Files-Codefiles.zip,4790,4,Loading-Data-From-Files-Assignment.pdf,7,4,869,4790,4,"video tutorial, read data, files, loadtxt, ipython",4790,4,2017-07-03 05:30:17,2019-05-21 13:31:01,,6,4790
908,951,Metal-Displacement-Reactions-Slides.zip,4917,4,"",4917,6,Metal-Displacement-Reactions-Assignment.txt,4917,4,913,4917,4,"chemcollective vlabs,  activity series , redox reactions, oxidation, reduction, metal displacement reactions, reactivity of metals, video tutorial",4917,4,2017-07-12 06:06:55,2017-07-14 12:33:10,,6,4917
909,954,pH-Scale-Slides.zip,1385807,4,"",1385807,6,pH-Scale-Assignment.txt,1385807,4,952,1385807,4,"ph scale, acidity, basicity, logarithmic scale, linear scale, concentration, ph meter, phet simulation, video tutorial.",1385807,4,2017-07-17 12:12:57,2018-05-17 07:45:14,,6,1385807
910,832,Overview-of-FrontAccounting-Slides.zip,36848,4,"",36848,6,"",36848,6,,36848,6,"frontaccounting, features of frontaccounting, overview, video tutorial",36848,4,2017-07-26 10:05:16,2018-01-17 11:57:21,,6,36848
911,963,Getting-Ready-for-Moodle-Installation-Slides.zip,7943,4,"",7943,6,"",7943,6,119,7943,4,"moodle installation, prerequisites for installing moodle, video tutorial, install moodle on localhost, install moodle on linux OS, moodle",7,4,2017-07-26 13:41:15,2020-04-21 12:57:32,,6,7943
912,964,Installing-Moodle-on-Local-Server-Slides.zip,7943,4,"",7943,6,"",7,6,963,7943,4,"prerequisites for installing moodle, installing moodle on localhost, moodle, video tutorial, installing moodle on linux OS, database error when installing moodle, data directory in moodle, administrator configuration in moodle",7,4,2017-07-26 13:52:33,2020-04-21 12:58:16,Installing-Moodle-on-Local-Server-Additionalmaterial.pdf,4,7943
913,967,Foreign-key-Constraint-Slides.zip,36848,4,"",36848,6,Foreign-key-Constraint-Assignment.txt,36848,4,933,36848,4," postgresql, pgadmin, foreign key, referenced table, referencing table, alter table, constraints, video tutorial",36848,4,2017-07-27 06:51:39,2017-07-27 09:47:49,,6,36848
914,965,Admin-dashboard-Slides.zip,7943,4,"",7943,6,Admin-dashboard-Assignment.txt,7943,4,964,7943,4,"admin's dashboard in moodle, moodle video tutorials, understanding blocks in moodle, quick access user menu in moodle, profile page in moodle, how to edit profile in moodle, preferences page in moodle, moodle calendar preferences",7943,4,2017-07-31 06:21:46,2017-08-04 02:29:00,,6,7943
915,966,Blocks-in-Admin-Dashboard-Slides.zip,7943,4,Blocks-in-Admin-Dashboard-Codefiles.zip,7943,4,Blocks-in-Admin-Dashboard-Assignment.txt,7943,4,965,7943,4,"moodle video tutorials, moodle, blocks, message block, html block, admin's dashboard,configure html block, delete a block, front page settings ",7943,4,2017-07-31 07:01:27,2017-08-04 02:28:50,,6,7943
916,944,Plotting-Data-Slides.zip,4790,4,"",4790,6,Plotting-Data-Assignment.pdf,7,4,943,4790,4,"python, ipython, plot function, title, errorbar function, video tutorial",4790,4,2017-07-31 09:00:31,2019-05-21 13:57:02,,6,4790
917,945,Other-Types-Of-Plots-Slides.zip,4790,4,Other-Types-Of-Plots-Codefiles.zip,4790,4,Other-Types-Of-Plots-Assignment.pdf,7,4,944,4790,4,"python, ipython, pylab, scatter plot, loglog plot, video tutorial",7,4,2017-07-31 23:58:05,2019-05-21 13:32:17,Other-Types-Of-Plots-Additionalmaterial.txt,4,4790
918,941,Heat-Exchanger-Slides.zip,3900,4,"",3900,6,Heat-Exchanger-Assignment.txt,3900,4,718,3900,4,"heat exchanger, outlet stream temperatures, thermal efficiency, lmtd, flowsheet objects, filter list tab, counter current flow, cold fluid, pressure drop, hot fluid pressure drop, overall heat transfer, coefficient heat exchanged area, heat load, video tutorial",7,4,2017-08-07 09:39:25,2017-08-23 06:54:34,,6,3900
919,972,Catalog-Serials-Slides.zip,47177,4,"",47177,6,Catalog-Serials-Assignment.pdf,47177,4,940,47177,4,"serial subscriptions, journals, magazines, periodicals, cataloging, marc 21 bibliographic format, quarterly periodical, add item, koha, video tutorial",7,4,2017-08-08 06:48:09,2020-04-21 12:37:00,,6,47177
920,973,Add-Subscription-in-Serials-Slides.zip,47177,4,"",47177,6,Add-Subscription-in-Serials-Assignment.pdf,47177,4,972,47177,4,"subscription in serials, search for vendor, record, catalog search, test prediction pattern, planning, koha, video tutorial",7,4,2017-08-09 05:32:37,2020-04-21 12:37:24,,6,47177
921,955,States-of-Matter-Slides.zip,1385807,4,"",1385807,6,States-of-Matter-Assignment.txt,1385807,4,952,1385807,4,"phase change, states of matter, kinetic energy of molecules, interaction potential, phase diagram,video tutorial.",1385807,4,2017-08-14 10:45:05,2018-05-17 07:45:44,States-of-Matter-Additionalmaterial.txt,4,1385807
922,970,Receive-Serials-Slides.zip,47177,4,"",47177,6,Receive-Serials-Assignment.pdf,47177,4,973,47177,4,"receive serials, claim late serials, check serials expiration, renew serials, search serials, patron, superlibrarian, koha, spoken tutorial, video tutorial",7,4,2017-08-28 09:57:35,2020-04-21 12:36:22,,6,47177
923,975,Prevention-of-Undernutrition-in-Infants-Slides.zip,1384689,4,"",1384689,6,"",1384689,6,,1384689,6,"breastfeeding, complementary foods, lactating mother's nutrition, feeding during illness, spoken tutorial, video tutorial",7,4,2017-08-28 12:16:06,2017-09-01 02:28:31,,6,1384689
924,974,Hydration-in-Summer-for-Adults-Slides.zip,1498132,4,"",1498132,6,"",1498132,6,,1498132,6,"hydration, water, summer, drinks, dehydration, dehydrating agents, video tutorial, spoken tutorial.",1498132,4,2017-08-31 05:24:12,2017-09-01 02:28:44,,6,1498132
925,921,Schematic-Creation-and-Simulation-Slides.zip,83987,4,Schematic-Creation-and-Simulation-Codefiles.zip,83987,4,"",4793,6,917,4793,4,"video tutorial, esim, schematic, simulation, eda, ngspice, analysis, transient",4793,4,2017-09-05 06:12:08,2019-07-01 11:32:07,,6,4793
926,961,The-Greenhouse-Effect-Slides.zip,1385807,4,"",1385807,6,The-Greenhouse-Effect-Assignment.txt,1385807,4,952,1385807,4,"greenhouse effect, greenhouse gases, solar radiation, infrared radiation, climate change, global warming, chloro-fluro carbons, atmospheric pollution, phet simulation, video tutorial.",1385807,4,2017-09-05 10:37:35,2018-05-17 07:46:29,,6,1385807
927,976,Getting-started-with-Lists-Slides.zip,5373,4,"",5373,6,Getting-started-with-Lists-Assignment.pdf,7,4,869,5373,4,"python, ipython, list, del, remove, append, video tutorial",7,4,2017-09-06 09:07:46,2019-05-21 13:33:27,,6,5373
928,971,Close-a-Budget-Slides.zip,47177,4,"",47177,6,Close-a-Budget-Assignment.pdf,47177,4,970,47177,4,"budget, unreceived orders, acquisitions, active budgets, duplicate budget, move remaining unspent funds, move unreceived orders, order numbers with details, spoken tutorial, video tutorial",47177,4,2017-09-06 11:17:11,2018-09-25 04:43:05,,6,47177
929,958,Bending-Light-Slides.zip,4917,4,"",4917,6,Bending-Light-Assignment.txt,4917,4,952,4917,4,"bending light, refraction, reflection, dispersion, intensity of light, velocity of light, wave patterns, laser light, material medium, phet simulation, video tutorial.",4917,4,2017-09-07 10:33:12,2018-05-17 07:46:06,Bending-Light-Additionalmaterial.pdf,4,4917
930,957,Photoelectric-Effect-Slides.zip,1385807,4,"",1385807,6,Photoelectric-Effect-Assignment.txt,1385807,4,952,1385807,4," photoelectric effect, intensity of light, photoelectrons, battery voltage, wavelength of light, frequency of light, electron energy, phet simulation, video tutorial.",1385807,4,2017-09-11 08:02:48,2018-05-17 07:46:54,,6,1385807
931,922,"",4793,0,"",4793,0,"",4793,0,,4793,0,"",4793,0,2017-09-11 11:55:12,2017-09-11 11:55:12,,6,4793
932,960,Graphing-Lines-Slides.zip,4917,4,"",4917,6,Graphing-Lines-Assignment.txt,4917,4,952,4917,4,"phet simulation, cartesian coordinate system, graphs, linear equation, variables  x and  y,  x,y plots, slope, intercept, video tutorial.",4917,4,2017-09-15 05:41:17,2019-05-13 07:32:25,,6,4917
933,959,Projectile-Motion-Slides.zip,4917,4,"",4917,6,Projectile-Motion-Assignment.txt,4917,4,952,4917,4,"projectile motion, gravity, parabolic trajectory, drag coefficient, velocity, acceleration, force, altitude drag coefficient, phet simulation, video tutorial",4917,4,2017-09-15 05:43:02,2018-03-23 12:44:46,Projectile-Motion-Additionalmaterial.pdf,4,4917
934,953,Build-an-Atom-Slides.zip,1385807,4,"",1385807,6,Build-an-Atom-Assignment.txt,1385807,4,952,1385807,4,"atom, atomic structure, electrons, protons, neutrons, isotopes, atomic number, mass number, phet simulation, video tutorial. ",1385807,4,2017-09-19 07:28:03,2018-05-17 07:44:47,,6,1385807
935,977,Global-System-Preferences-Slides.zip,47177,4,"",47177,6,Global-System-Preferences-Assignment.pdf,47177,4,971,47177,4,"acquisitions preferences, enhanced content preferences, html5 media, amazoncoverimages, amazonlocale,  library thing, opac preferences, web browser, spoken tutorial, video tutorial",7,4,2017-09-21 09:11:36,2018-09-23 03:40:48,,6,47177
936,978,OPAC-Slides.zip,47177,4,"",47177,6,OPAC-Assignment.pdf,47177,4,977,47177,4,"search, advance search, web browser, library catalog, relevance, author, refine your search, subject, publication date range, location and availability, sorting, only items currently available for loan or reference, more options, koha, spoken tutorial, video tutorial",7,4,2017-09-21 11:51:25,2020-04-21 12:37:46,,6,47177
937,981,Simulating-a-PID-controller-using-XCOS-Slides.zip,2817,4,Simulating-a-PID-controller-using-XCOS-Codefiles.zip,7,4,Simulating-a-PID-controller-using-XCOS-Assignment.pdf,7,4,381,2817,4,"closed loop simulation, pid simulation, xcos simulation, scilab, video tutorial",7,4,2017-10-03 12:29:10,2019-12-12 10:34:26,,6,2817
938,982,Aggregation-facilities-in-SQL-Slides.zip,36848,4,"",36848,6,Aggregation-facilities-in-SQL-Assignment.txt,36848,4,933,36848,4,"aggregate functions, aggregate facilities, group by, having, order by, rdbms, video tutorial",7,4,2017-10-05 07:18:49,2020-04-21 13:31:27,,6,36848
939,930,Edit-an-audio-using-Audacity-Slides.zip,5045,4,Edit-an-audio-using-Audacity-Codefiles.zip,5045,4,Edit-an-audio-using-Audacity-Assignment.txt,5045,4,929,5045,4,"video tutorial, audacity, editing, audio track, audio, convert to mp3, cut, copy, paste, delete, amplify, noise removal",7,4,2017-10-09 12:09:50,2020-04-21 11:14:12,,6,5045
940,929,Record-an-audio-using-Audacity-Slides.zip,7,4,Record-an-audio-using-Audacity-Codefiles.zip,5045,4,Record-an-audio-using-Audacity-Assignment.txt,5045,4,927,5045,4,"video tutorial, audacity, dubbing, recording, audio track, audio, stereo to mono, merge audio segments",5045,4,2017-10-12 05:50:37,2020-02-12 09:22:48,,6,5045
941,983,Categories-in-Moodle-Slides.zip,7943,4,"",7943,6,Categories-in-Moodle-Assignment.txt,7943,4,966,7943,4,"categories in moodle, what are moodle categories?, subcategories in moodle, category organization in moodle, video tutorial for categories in moodle, editing categories, sort categories in moodle, move categories in moodle, spoken tutorial, video tutorials",7943,4,2017-10-18 06:20:37,2017-11-02 11:23:16,,6,7943
