,Unnamed: 0,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword,cos
6268,6268,3126.0,%run marks.py," i tried running the command after saving the marks.py in the working directory but it still shows%run mark.py  file ""c:\users\hp\mark.py"", line 2    for line in open(""student_record.txt"")                                          ^syntaxerror: invalid syntax",please use the : symbol after the for loop syntax line,Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial.",0.0
6270,6270,3422.0,%run marks.py error,"%run marks.pyit shows that  math_marks_mean = sum(math_marks_a)/len(math_marks_a)then it shows that type error : unsupported operand type(s) for /: 'float' and 'builtin_function_or_method,",out of the divisor and the dividend in the division operation you are using a float value and a function object. both of those cannot be divided hence the errorplease check if you are missing any brackets/syntactical issues and try again. usually it is good to assign every value to a variable first and then use it in a math expression to avoid such errors and allow to debug easily.,Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial.",0.0
5364,5364,2534.0,loadtxt doubt,"in [50]: l=loadtxt(""c:\users\monish naware\desktop\archana\python\football.txt"",usecols=(1,2),delimiter=',')  file ""<ipython-input-50-5d5ba460b8bf>"", line 1    l=loadtxt(""c:\users\monish naware\desktop\archana\python\football.txt"",usecols=(1,2),delimiter=',')             ^syntaxerror: (unicode error) 'unicodeescape' codec can't decode bytes in position 2-3: truncated \uxxxxxxxx escape"," l=loadtxt(""c:\\users\\monish naware\\desktop\\archana\\python\\football.txt"",usecols=(1,2),delimiter=',')try this command. it seems the error was because of the path.",Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5362,5362,2534.0,loadtxt doubt,"in [50]: l=loadtxt(""c:\users\monish naware\desktop\archana\python\football.txt"",usecols=(1,2),delimiter=',')  file ""<ipython-input-50-5d5ba460b8bf>"", line 1    l=loadtxt(""c:\users\monish naware\desktop\archana\python\football.txt"",usecols=(1,2),delimiter=',')             ^syntaxerror: (unicode error) 'unicodeescape' codec can't decode bytes in position 2-3: truncated \uxxxxxxxx escape"," l=loadtxt(""c:\\users\\monish naware\\desktop\\archana\\python\\football.txt"",usecols=(1,2),delimiter=',')try this command. it seems the error was because of the path.",Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5360,5360,2148.0,precision and round off,"while calculating mean of marks of students using math formula as well as mean function, my answer is 35.4.but for both cases answer in tutorial is 35.999999999999...why precesion changes? is there any mean to set precesion of the numbers?","please check once again what the tutorial says, especially at time 6 minutes 40 seconds.  it gives 35.3999999... which is the same as 35.4.  from where did you get 35.999...?",Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5358,5358,2148.0,precision and round off,"while calculating mean of marks of students using math formula as well as mean function, my answer is 35.4.but for both cases answer in tutorial is 35.999999999999...why precesion changes? is there any mean to set precesion of the numbers?","please check once again what the tutorial says, especially at time 6 minutes 40 seconds.  it gives 35.3999999... which is the same as 35.4.  from where did you get 35.999...?",Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5356,5356,2112.0,different outputs are generating even though the same outputs are expected,"np.mean(l,0) it will calculate the mean along the columns. instead of doing that, i was executed in two different lines by taking np.mean(l[0]) and np.mean(l[1]) then the expected output is as similar as the former one. but i am getting different results in both the scenarios. it was the same scenario for standard deviation also. what are the possible reasons for it?? ","np.mean(l, 0) will not give you the same result as np.mean(l[0]) and np.mean(l[1]) because l[0] and l[1] give you the 0th and 1st indexed rows of the 2d array l",Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5354,5354,2112.0,different outputs are generating even though the same outputs are expected,"np.mean(l,0) it will calculate the mean along the columns. instead of doing that, i was executed in two different lines by taking np.mean(l[0]) and np.mean(l[1]) then the expected output is as similar as the former one. but i am getting different results in both the scenarios. it was the same scenario for standard deviation also. what are the possible reasons for it?? ","np.mean(l, 0) will not give you the same result as np.mean(l[0]) and np.mean(l[1]) because l[0] and l[1] give you the 0th and 1st indexed rows of the 2d array l",Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5352,5352,1489.0,difference between loadtxt() and numpy.loadtxt(),"in the previous tutorial we learned to use loadtxt() function without any library reference, here we numpy.loadtxt(). what is the difference?","in previous tutorials we were working pylab module. when we import pylab, the module also import some classes from numpy. so both loadtxt() are same.",Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5348,5348,1489.0,difference between loadtxt() and numpy.loadtxt(),"in the previous tutorial we learned to use loadtxt() function without any library reference, here we numpy.loadtxt(). what is the difference?",there is no difference. both are same. ,Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5310,5310,1497.0,striding,what is the purpose of striding()?,"the syntax for slicing is my_list[ start : end : k ] the optional, third number in a slice specifies the stride. if omitted, the default is 1: return every character in the requested range. to return every kth letter, set the stride to k",Python-3.4.3,Accessing-parts-of-arrays,"Python, Rows and columns, Array mainpulations, one dimensional and multi dimensional arays, video tutorial.",0.0
5346,5346,1489.0,difference between loadtxt() and numpy.loadtxt(),"in the previous tutorial we learned to use loadtxt() function without any library reference, here we numpy.loadtxt(). what is the difference?",there is no difference. both are same. ,Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5344,5344,1382.0,'statistics :,usecols is not defined error,please specify the following in detail:which python version did you usewhich command did you usewhat output/error did you getplease add the complete traceback here in case of an error,Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5342,5342,1382.0,'statistics :,usecols is not defined error,please specify the following in detail:which python version did you usewhich command did you usewhat output/error did you getplease add the complete traceback here in case of an error,Python-3.4.3,Statistics,"Python, Statistical operations, mean, median, standard deviation, video tutorial.",0.0
5340,5340,1377.0,python,(sin(x)*sin(x))/x not working in canopy,can you please post the exact error you are getting?,Python,I-O,"Python, Printing values, Printing using modifiers, Taking input from user, Displaying prompt, video tutorial.",0.0
5324,5324,3433.0,exercise 2,unable to understand the answer of exercise 2 plz help me,kindly ask specific questions regarding the exercise that you have since the exercise itself is based on the lesson in the video. ,Python-3.4.3,Accessing-parts-of-arrays,"Python, Rows and columns, Array mainpulations, one dimensional and multi dimensional arays, video tutorial.",0.0
5322,5322,3433.0,exercise 2,unable to understand the answer of exercise 2 plz help me,kindly ask specific questions regarding the exercise that you have since the exercise itself is based on the lesson in the video. ,Python-3.4.3,Accessing-parts-of-arrays,"Python, Rows and columns, Array mainpulations, one dimensional and multi dimensional arays, video tutorial.",0.0
5320,5320,3003.0,slicing 1st column,"i tried to use the column index as well for accessing 1st columnc[0:4][0]..but it returns array([1, 2, 3, 4, 5 ])i cant understand how it works pls explain",it is returning elements of all columns 0 to 4 for the 0th row and hence you receive the row elements,Python-3.4.3,Accessing-parts-of-arrays,"Python, Rows and columns, Array mainpulations, one dimensional and multi dimensional arays, video tutorial.",0.0
5318,5318,3003.0,slicing 1st column,"i tried to use the column index as well for accessing 1st columnc[0:4][0]..but it returns array([1, 2, 3, 4, 5 ])i cant understand how it works pls explain",it is returning elements of all columns 0 to 4 for the 0th row and hence you receive the row elements,Python-3.4.3,Accessing-parts-of-arrays,"Python, Rows and columns, Array mainpulations, one dimensional and multi dimensional arays, video tutorial.",0.0
5316,5316,1507.0,slicing nd striding an aray,"did not clearly understnd with the exmple. as the import numpy as num function did not work,",kindly post the complete traceback for the error. import numpy as num should work as long as the numpy package is installed properly,Python-3.4.3,Accessing-parts-of-arrays,"Python, Rows and columns, Array mainpulations, one dimensional and multi dimensional arays, video tutorial.",0.0
5314,5314,1507.0,slicing nd striding an aray,"did not clearly understnd with the exmple. as the import numpy as num function did not work,",kindly post the complete traceback for the error. import numpy as num should work as long as the numpy package is installed properly,Python-3.4.3,Accessing-parts-of-arrays,"Python, Rows and columns, Array mainpulations, one dimensional and multi dimensional arays, video tutorial.",0.0
5312,5312,1497.0,striding,what is the purpose of striding()?,"the syntax for slicing is my_list[ start : end : k ] the optional, third number in a slice specifies the stride. if omitted, the default is 1: return every character in the requested range. to return every kth letter, set the stride to k",Python-3.4.3,Accessing-parts-of-arrays,"Python, Rows and columns, Array mainpulations, one dimensional and multi dimensional arays, video tutorial.",0.0
0,0,1.0,ipython interpreter does not contain matplotlib,i downloaded and installed ipython interpreter but it does not contain matplotlib how can i get matplotlib installed where can i get ipython with matplotlib?,"hi,you need to install matplotlib package separately.you may go through the getting started with ipython tutorial.alternatively,you may follow the instructions given in the python installation sheet available here.
",Python,Embellishing-a-plot,"Python, Modifying attributes, Adding annotations to the plot, To Set and Get the limits of axes, video tutorial.",0.0
2527,2527,1450.0,formula t,dear sir here my plot option is not working for the t values.it shows an error msg-x and y must have same dimemsions,"the number of values in your l and t lists/arrays is not the same.please declare the l and t values again or load them from the relevant files again, check if the number of elements in each sequence is the same and then plot the graph.",Python,Multiple-plots,"Python, Drawing multiple plots, Figure and legend command, Creating and switching between subplots, video tutorial.",0.0
2567,2567,425.0,ipython pylab,"the command ""ipython -pylab"" is not working. i'm also trying to add the screenshot in queries section, but i didnt get it? tell me how to add images.","dear user,please try ipython --pylab.hope this helps.regards,trupti",Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
1657,1657,2344.0,about the change directory,how to change current directory in window os,just type cd <path-to-directory>,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1653,1653,2319.0,about downloading the video,dear madam/ sirhow to download the video on saving plots.thank you.regards,you can refer to this document to understand how to download the tutorials: https://process.spoken-tutorial.org/images/1/1b/download-tutorials.pdf,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1651,1651,2134.0,savefig() function,it shows permission denied error when i try to save the plot by using the command: savefig('sine.png'),please make sure that you have permissions to save files in the directory that you are saving the file to. you can check which directory the ipython shell is pointing to by using the magic command %pwd ,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1649,1649,2134.0,savefig() function,it shows permission denied error when i try to save the plot by using the command: savefig('sine.png'),please make sure that you have permissions to save files in the directory that you are saving the file to. you can check which directory the ipython shell is pointing to by using the magic command %pwd ,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1643,1643,1438.0,saving,how to download this videos....,please go through this link https://process.spoken-tutorial.org/index.php/software-training#downloading_spoken_tutorials,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1641,1641,1438.0,saving,how to download this videos....,please go through this link https://process.spoken-tutorial.org/index.php/software-training#downloading_spoken_tutorials,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1639,1639,1438.0,saving,how to download this videos....,download links are already provided to the remote centers. in future if you want to download you can go to www.spoken-tutorial.organd check instructions for downloading contentsclick on http://www.spoken-tutorial.org/create_cd_content,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1637,1637,1438.0,saving,how to download this videos....,download links are already provided to the remote centers. in future if you want to download you can go to www.spoken-tutorial.organd check instructions for downloading contentsclick on http://www.spoken-tutorial.org/create_cd_content,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1635,1635,1383.0,permission error,permission error error13 is getting while saving plot,you might not have the permission to save the file in the directory where you are trying to save. please try switching to some other directory.,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1633,1633,1383.0,permission error,permission error error13 is getting while saving plot,you might not have the permission to save the file in the directory where you are trying to save. please try switching to some other directory.,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1631,1631,1383.0,permission error,permission error error13 is getting while saving plot,please specify a file path and use a file path to a folder that you have permissions on.for example try saving the plot to your desktop and it should work fine,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1629,1629,1383.0,permission error,permission error error13 is getting while saving plot,please specify a file path and use a file path to a folder that you have permissions on.for example try saving the plot to your desktop and it should work fine,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1615,1615,1357.0,regarding saving a file,im getting problems in saving the plotsplease help me out. im giving the command savefig('/home/fossee/sine.png'. but its not working.,problem resolved,Python,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1613,1613,1357.0,regarding saving a file,im getting problems in saving the plotsplease help me out. im giving the command savefig('/home/fossee/sine.png'. but its not working.,problem resolved,Python,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1611,1611,1357.0,regarding saving a file,im getting problems in saving the plotsplease help me out. im giving the command savefig('/home/fossee/sine.png'. but its not working.,filenotfounderror: [errno 2] no such file or directory: '/home/fossee/sine.png',Python,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1609,1609,1357.0,regarding saving a file,im getting problems in saving the plotsplease help me out. im giving the command savefig('/home/fossee/sine.png'. but its not working.,filenotfounderror: [errno 2] no such file or directory: '/home/fossee/sine.png',Python,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1607,1607,1357.0,regarding saving a file,im getting problems in saving the plotsplease help me out. im giving the command savefig('/home/fossee/sine.png'. but its not working.,"are you entering the correct path for saving the file? please check the path. if its still not working, can you please post the error you are getting?",Python,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1605,1605,1357.0,regarding saving a file,im getting problems in saving the plotsplease help me out. im giving the command savefig('/home/fossee/sine.png'. but its not working.,"are you entering the correct path for saving the file? please check the path. if its still not working, can you please post the error you are getting?",Python,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1603,1603,1330.0,error umber 13,"error 13, permission denied, when run the command savefig('sine.png')",in [14]: savefig('c:/users/administrator/desktop/sine.png')in [15]: savefig('c:/users/administrator/desktop/sine.eps')in [16]: savefig('c:/users/administrator/desktop/sine.pdf')in [17]: savefig('c:/users/administrator/desktop/sine.ps')in [18]: savefig('c:/users/administrator/desktop/sine.svg'),Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1601,1601,1330.0,error umber 13,"error 13, permission denied, when run the command savefig('sine.png')",in [14]: savefig('c:/users/administrator/desktop/sine.png')in [15]: savefig('c:/users/administrator/desktop/sine.eps')in [16]: savefig('c:/users/administrator/desktop/sine.pdf')in [17]: savefig('c:/users/administrator/desktop/sine.ps')in [18]: savefig('c:/users/administrator/desktop/sine.svg'),Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1599,1599,1330.0,error umber 13,"error 13, permission denied, when run the command savefig('sine.png')",in linux it works(as you've seen in spoken-tutorial) in windows you might have to specify the complete path.,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1597,1597,1330.0,error umber 13,"error 13, permission denied, when run the command savefig('sine.png')",in linux it works(as you've seen in spoken-tutorial) in windows you might have to specify the complete path.,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1595,1595,1330.0,error umber 13,"error 13, permission denied, when run the command savefig('sine.png')",change your directory to desktop and try running savefig cmd again. ,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1593,1593,1330.0,error umber 13,"error 13, permission denied, when run the command savefig('sine.png')",change your directory to desktop and try running savefig cmd again. ,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1591,1591,434.0,saving plots,im getting problems in saving the plotsplease help me out. im giving the command savefig('/home/fossee/sine.png'. but its not working.,"dear user,thanks for reaching out! you did not close the brackets after the path. was that the problem you were facing?hope this helps.regards,trupti",Python,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1589,1589,434.0,saving plots,im getting problems in saving the plotsplease help me out. im giving the command savefig('/home/fossee/sine.png'. but its not working.,"dear user,thanks for reaching out! you did not close the brackets after the path. was that the problem you were facing?hope this helps.regards,trupti",Python,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1655,1655,2319.0,about downloading the video,dear madam/ sirhow to download the video on saving plots.thank you.regards,you can refer to this document to understand how to download the tutorials: https://process.spoken-tutorial.org/images/1/1b/download-tutorials.pdf,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1659,1659,2344.0,about the change directory,how to change current directory in window os,just type cd <path-to-directory>,Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1585,1585,18.0,ipython,"in your tutorial 1-3,and  about saving plot like /home/fossee/file_name.png .but if i do same way not get same result . and in 2-1 tutorial it is given for prime no as/cat/home/fossee/primes.txt ,if apply same command on editor like  ipython qtc not working",thanks sir,Python,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1661,1661,2371.0,how to enter the file name under which to save a figure in python under windows 7,"i am learning python using python version 3.8 installed in my computer running windows 7.  the tutorial at 3m10 seconds states that i should use the function savefig(""c:/users/fossee/desktop/sine.png"") when running python under windows.   would it not be more appropriate to use the command with backslashes instead of forward slashes?    the argument to the function would then read,   savefig(""c:\users\fossee\desktop\sine.png"")?","savefig(""c:\users\fossee\desktop\sine.png"") is correct ",Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1777,1777,1358.0,commands not executing,i have python 3.2.3 installed but the commands like $ipython and tabs are not working ..how to do,we recommend using python 3.5 or python 3.6 as specified in the installation sheet. ,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1776,1776,1355.0,usefulness of content,"dear sir,this is suresh patelpls tell us that how much part of this tutorial is useful for cbse ip portion for 11 & 12 std.","all of it is useful.  as spoken tutorials are created for self learning, every student (and teacher) can complete all the python tutorials.  it will make them good python programmers, it will give them self confidence that they are as good as anybody.",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1775,1775,1354.0,"commands a,r,ab","sir i have tried the commands as shown in video but facing problem for \r\ncommands a,ab,r.can you just provide the reason why it not working.",can you please post the complete error message along with the code which gave you error?,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1774,1774,1354.0,"commands a,r,ab","sir i have tried the commands as shown in video but facing problem for \r\ncommands a,ab,r.can you just provide the reason why it not working.","hello, can kindly use a pastebin service such as dpaste and paste your complete command as well as the error report or error traceback that you get on the screen when the command fails.you can then add the dpaste.com link here and we can then try to help.",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1773,1773,1350.0,difference between python & ipython,please explain the difference between python & ipython,python is a programming language. ipython is an interactive command-line for python.,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1772,1772,1350.0,difference between python & ipython,please explain the difference between python & ipython,"ipython provides a rich toolkit to help you make the most out of using python, with:powerful python shells (terminal and qt-based).a web-based notebook with the same core features but support for code, text, mathematical expressions, inline plots and other rich media.support for interactive data visualization and use of gui toolkits.flexible, embeddable interpreters to load into your own projects.easy to use, high performance tools for parallel computing.",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1771,1771,1317.0,linspace,kindly explain clearly about linspace?,"numpy.linspace: returns number spaces evenly w.r.t interval. similar to arange but instead of step it uses sample number.example:numpy.linspace(start, stop, num=50, endpoint = true, retstep = false, dtype = none):parameters:-> start: [optional] start of interval range. by default start = 0-> stop: end of interval range-> retstep: if true, return (samples, step). by default retstep = false-> num: [int, optional] no. of samples to generate-> dtype: type of output array. ",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1770,1770,1313.0,import matplotlib,"for this command i am getting the following error:""import error:  dll load failed: the specified module could not be found.""how to resolve this?",installing the visual c++ redistributable for visual studio 2015 from the link given below may solve the problem.https://www.microsoft.com/en-us/download/details.aspx?id=48145thanks to python@fossee.in,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1769,1769,1313.0,import matplotlib,"for this command i am getting the following error:""import error:  dll load failed: the specified module could not be found.""how to resolve this?","since the formatting for the previous comment is not working as expected, here is the info provided below:installing the visual c++ redistributable for visual studio 2015 from the link given below may solve the problem.https://www.microsoft.com/en-us/download/details.aspx?id=48145"" target=""_blank"" title="""">https://www.microsoft.com/en-us/download/details.aspx?id=48145please let us know if you face any problem.",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1768,1768,1313.0,import matplotlib,"for this command i am getting the following error:""import error:  dll load failed: the specified module could not be found.""how to resolve this?","please try installing the visual c++ redistributable for visual studio 2015 from the link given below. this may solve the problem.https://www.microsoft.com/en-us/download/details.aspx?id=48145please let us know if you face any problem.thanks & regards,",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1767,1767,1313.0,import matplotlib,"for this command i am getting the following error:""import error:  dll load failed: the specified module could not be found.""how to resolve this?",,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1766,1766,1313.0,import matplotlib,"for this command i am getting the following error:""import error:  dll load failed: the specified module could not be found.""how to resolve this?",please send us a screenshot.,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1765,1765,1298.0,python doubt,i have a doubt that what is the difference between ipython and normal python,python is programming language whereas ipython is interpreter,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1764,1764,1298.0,python doubt,i have a doubt that what is the difference between ipython and normal python,"normal python command opens the default python interpreter that is available with your basic python installationin case you have installed ipython, in that case the ipython commands opens up an enhanced python interpreter developed specifically for ease of use and with a better user interface, (ipython stands for interactive python).",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1763,1763,674.0,installation issue,"i have installed python as per instructions without error. i checked in programs, but there is only folder name python27, and there is no ipython folder available. when i try to run ipython from search it displays message as ipython is crashed. and press any key to exit.kibdly help me out from this as there is workshop today itself.",right now the best alternative is to download canopy with python 3.x..\n\n\nplease ask participants to follow below steps:1. download canopy from here (install as per your system configuration[32 or 64 bit]) 2. if they have downloaded canopy with python 3.x.\n\n3. launch the package manager from canopy and install pyqt.    or launch the canopy terminal (in tools menu) and on the terminal type: edm install pyqt,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1762,1762,410.0,ipython command not running,we are trying with windows version ipython not running,"installation on windows:step1:install python (with updated version)step2: download anaconda installer,double click follow installation,step3:open anaconda prompt;         type-> conda update conda         type->conda update ipythonstep4:now reopen anaconda promt           type->ipythonif [ln1] appear then installation completed",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1761,1761,410.0,ipython command not running,we are trying with windows version ipython not running,"dear user,are you using anaconda package for windows?",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1760,1760,330.0,installation," i am very interested to learn python, i registered in spoken tutorial. i\r\n followed the steps of installing python which provided in the \r\ninstallation sheet. but my computer os is windows10 64 bit, bt the link \r\nto download the ipython ide is 32 bit. how can i get 64 bit ipython? \r\nwould you please help me??","hello venkatesh,since you need installers specific to a 64bit system, it is probably a good idea to install anaconda and run ipython from within that.you can find the installation instructions for anaconda here (we recommend using python 2.7);https://www.continuum.io/downloadson windows, you\u2019ll find launcher in your start menu. the launcher application enables you to start ipython qtconsole (which is same as ipython shell or console)you can also have a look at https://www.continuum.io/sites/default/files/anaconda-quickstart.pdf",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1759,1759,330.0,installation," i am very interested to learn python, i registered in spoken tutorial. i\r\n followed the steps of installing python which provided in the \r\ninstallation sheet. but my computer os is windows10 64 bit, bt the link \r\nto download the ipython ide is 32 bit. how can i get 64 bit ipython? \r\nwould you please help me??",what is python?,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1758,1758,44.0,problems in python tutorial,"dear mam, greetings.... while going through tutorial of python ... students are facing problems as follows:mismatch in commands outputs of tutorial of level1 itself.difference in the version of tutorial software and software provided in cd.for example ... interface prompt for very first command is differenthelp commands are not runninglinspace command is not runningtabs is not functioningctrl+d command for exit is not working...i am attaching the word file with print screen of tutorial and working prompts...pls kindly advise us the solution because studenst are not able to correlate the tutorial. http://www.scribd.com/doc/215649725/problems regardsdr shikha(posted on behalf of dr. shikha singh)","according to the screenshots provided and the problems you have described, the problems you are facing is because of the version ipython that you are using.also, you are using windows os so support for ipython & its various packages differ a lot than that in ubuntu (i.e the os recording the tutorials).help commands, tab completion, linspace etc. commands are not working because you probably do not have the required packages installed.tab completion feature is not bundled with ipython. you need to separately install ""pyreadline"" package to use that feature.for linspace & other useful functions for plotting you need to install packages like numpy & matplotlib. i kindly request you to install the required packages & try out the tutorial exercises.if you still have problems, feel free to ask us. we will be happy to assist you.here are some links that will help you to install the required packages.numpy: http://sourceforge.net/projects/numpy/files/numpy/1.5.1/pyreadline: https://pypi.python.org/pypi/pyreadline/2.0matplotlib: http://matplotlib.org/downloads.htmlnote: please be careful while choosing the download file. choose the one (32 or 64 bit) appropriate for your os. ",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial.",0.0
1671,1671,2831.0,savefig,what type of file supported by this function ?,according to the documentation the output formats depend on the type of backend system being used for plotting. common formats like jpeg and png are available usually.see https://matplotlib.org/api/pyplot_api.html#matplotlib.pyplot.savefigyou can check which formats are available using;from matplotlib import pyplotplot.gcf().canvas.get_supported_filetypes(),Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
1669,1669,2831.0,savefig,what type of file supported by this function ?,according to the documentation the output formats depend on the type of backend system being used for plotting. common formats like jpeg and png are available usually.see https://matplotlib.org/api/pyplot_api.html#matplotlib.pyplot.savefigyou can check which formats are available using;from matplotlib import pyplotplot.gcf().canvas.get_supported_filetypes(),Python-3.4.3,Saving-plots,"Python, Saving plots using savefig() function and different formats, video tutorial.",0.0
