id,uid,category,tutorial,minute_range,second_range,title,body,date_created,date_modified,views,status
2950,1880610,Python,Embellishing-a-plot,04-05,40-50,Plot axis,"&nbsp;a=linspace(3,-3,100)&nbsp; &nbsp;&nbsp;<div>b=sin(a)</div><div>plot(b,'r')</div><div>Plots a graph considering data of ""b"" for y axis, what is the default x axis data or value it consider ?</div>",2020-06-19 08:24:55,2020-10-09 11:54:10,54,1
2951,2637182,Moodle-Learning-Management-System,Getting-Ready-for-Moodle-Installation,10-11,0-10,MOODLE INSTALLATION,"As asked&nbsp;<div>Pressing the Ctl+Alt+T</div><div>No terminal opens</div>",2020-06-20 07:52:32,2020-10-10 08:22:12,63,1
2952,2430269,Moodle-Learning-Management-System,Installing-Moodle-on-Local-Server,09-10,10-20,Error in Database setting,"Hi Team.<div>&nbsp; &nbsp; &nbsp; &nbsp;First of all i am&nbsp; very thankful to you for so quick reply. I have successfully install moodle in my windows machine. I am facing the problem when i am doing the same for my Ubuntu Machine.&nbsp;</div><div>I am using Ubuntu 19 version and in database setting step of moodle installation i am face the below error""</div><div>&nbsp; Error in Database Connection failed</div><div>It is possible that the database is overloaded or otherwise not running properly.</div><div>The site administrator should also check that the database detail have been correctly specified in config.php&nbsp;</div><div><br></div>",2020-06-20 12:23:11,2020-10-11 00:07:09,91,1
2953,2639122,Moodle-Learning-Management-System,Overview-of-Moodle,10-11,0-10,is moodle available on macOS,"is the moodle learning platform there in macOS, it being written in PHP? Can radio capabilities in IOT be added though? is there a watsapp plugin?<div><br></div><div><br></div>",2020-06-21 04:00:20,2020-10-07 01:07:25,52,1
2954,2639122,Moodle-Learning-Management-System,Overview-of-Moodle,10-11,0-10,is moodle available on macOS,"is the moodle learning platform there in macOS, it being written in PHP? Can radio capabilities in IOT be added though? is there a watsapp plugin?<div><br></div><div><br></div>",2020-06-21 04:03:17,2020-10-08 14:29:47,54,1
2955,2637096,LaTeX,Report-Writing,08-09,0-10,chapter not execute,"R/Sir,&nbsp;<div>chapter not execute&nbsp;</div><div>when i compile following error shows&nbsp; :&nbsp;</div><div>&nbsp;Undefined control sequence.</div><p style=""margin-bottom: 0px;"">l.9 \chapter</p><p style=""margin-bottom: 0px;"">{First Chapter}</p>",2020-06-21 10:59:01,2020-10-09 13:44:19,36,1
2958,1880610,Python-3.4.3,Loading-Data-From-Files,02-03,10-20,loadtxt error,"<div>In [47]: !type D:\python\Python\28fs385.txt</div><div>57.6</div><div>64</div><div>70.4</div><div>60.8</div><div>In [48]: z=loadtxt(""D:\python\Python\28fs385.txt"")</div><div>---------------------------------------------------------------------------</div><div>OSError&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Traceback (most recent call last)</div><div>&lt;ipython-input-48-3b2437862d37&gt; in &lt;module&gt;</div><div>----&gt; 1 z=loadtxt(""D:\python\Python\28fs385.txt"")</div><div><br></div><div>c:\users\manda\appdata\local\programs\python\python38\lib\site-packages\numpy\lib\npyio.py in loadtxt(fname, dtype, comments, delimiter, converters, skiprows, usecols, unpack, ndmin, encoding, max_rows)</div><div>&nbsp; &nbsp; 979&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;fname = os_fspath(fname)</div><div>&nbsp; &nbsp; 980&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;if _is_string_like(fname):</div><div>--&gt; 981&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;fh = np.lib._datasource.open(fname, 'rt', encoding=encoding)</div><div>&nbsp; &nbsp; 982&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;fencoding = getattr(fh, 'encoding', 'latin1')</div><div>&nbsp; &nbsp; 983&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;fh = iter(fh)</div><div><br></div><div>c:\users\manda\appdata\local\programs\python\python38\lib\site-packages\numpy\lib\_datasource.py in open(path, mode, destpath, encoding, newline)</div><div>&nbsp; &nbsp; 267</div><div>&nbsp; &nbsp; 268&nbsp; &nbsp; &nbsp;ds = DataSource(destpath)</div><div>--&gt; 269&nbsp; &nbsp; &nbsp;return ds.open(path, mode, encoding=encoding, newline=newline)</div><div>&nbsp; &nbsp; 270</div><div>&nbsp; &nbsp; 271</div><div><br></div><div>c:\users\manda\appdata\local\programs\python\python38\lib\site-packages\numpy\lib\_datasource.py in open(self, path, mode, encoding, newline)</div><div>&nbsp; &nbsp; 621&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;encoding=encoding, newline=newline)</div><div>&nbsp; &nbsp; 622&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;else:</div><div>--&gt; 623&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;raise IOError(""%s not found."" % path)</div><div>&nbsp; &nbsp; 624</div><div>&nbsp; &nbsp; 625</div><div><span style=""background-color: rgb(204, 204, 153);""><br></span></div><div><span style=""background-color: rgb(204, 204, 153);"">OSError: D:\python\Python8fs385.txt not found.</span></div><div><span style=""background-color: rgb(204, 204, 153);""><br></span></div><div><span style=""background-color: rgb(204, 204, 153);"">Why I am getting above error</span></div><div><span style=""background-color: rgb(204, 204, 153);""><br></span></div>",2020-06-21 15:13:11,2020-10-09 22:25:49,83,1
2959,2640560,BOSS-Linux,BOSS-Linux-Desktop,00-01,0-10,how to install windows software on boss linux,"Dear Sir,<div>&nbsp; &nbsp; &nbsp; how to install windows software on boss like GST billing soft, anydesk please&nbsp;</div><div>give the installation process.</div>",2020-06-21 18:39:45,2020-10-11 06:50:36,138,1
2960,2640645,GeoGebra-5.04,Congruency-of-Triangles,14-15,10-20,CONGRUENCY  OF TRIANGLES,HOW TO PROVE ANGLE-ANGLE-SIDE CONGRUENCE OF A TRIANGLE,2020-06-22 08:44:41,2020-10-09 18:04:56,163,1
2961,2640644,Python-3.4.3,Plotting-Data,07-08,10-20,Plotting Sinx,"Assign x to t, then perform given operation",2020-06-22 10:40:43,2020-10-11 00:02:08,52,1
2962,2642371,OpenModelica,Functions-and-Types,13-14,50-60,Need help on OMOptim (Optimization functionality) in OpenModelica,"<p>Dear Sir,</p><p>I tried to use OMOptim from OpenModelica for solving small optimization problem. However, the editor (OMOptim) is crashing at the end. Request you to direct me the right tutorial if any available.</p><p>Thanks and Regards,</p><p>Srinivas. </p>",2020-06-22 14:22:34,2020-10-11 06:52:16,146,1
2963,2603829,Moodle-Learning-Management-System,Installing-Moodle-on-Local-Server,03-04,50-60,Password,"After installation of Moodle in local server, if any forget the admin password then how to get the admin password?",2020-06-22 15:32:39,2020-10-10 23:35:32,61,1
2964,2637393,R,Installing-R-and-RStudio-on-Windows,06-07,0-10,Confusion regarding ver.,Is it necessary to install the old version despite the availability of the new versions?,2020-06-22 15:44:33,2020-10-09 15:07:50,52,1
2965,2481336,R,Data-Manipulation-using-dplyr-Package,12-13,40-50,mtcars data maipulation,Hi<div><br></div><div>How can I preserve the car names in the mtcars dataset as it is stored as row names and not a seperate column?</div><div><br></div><div>Thanks</div><div>Karthik</div><div><br></div><div><br></div><div><br></div><div><br></div>,2020-06-22 17:33:37,2020-10-11 00:33:20,55,1
2966,2644037,LaTeX,Feedback-diagram-with-Maths,00-01,0-10,installation,please provide instructions to install xfig,2020-06-23 16:05:16,2020-10-09 12:19:52,71,1
2967,2155856,Python,General,None,None,Videos capture,I am not able to understand how to capture videos using video capture feature in Python and also to display/save videos. Can any one help me?,2020-06-23 16:30:31,2020-10-09 12:21:46,49,1
2968,2637393,R,Introduction-to-Data-Frames-in-R,06-07,0-10,"plot(plot(Captaincy$names,Captaincy$played)","<div>I did not get the output shown in the video tutorial when I tried to execute plot(Captaincy$names, Captaincy$played. Please help.</div><div><br></div><div>Following are the errors shown</div><div>plot(Captaincy$names,Captaincy$played,xlab = ""Names"", ylab = ""Played"", main = ""Number of Matches Played by Indian Captain"")</div><div>Error in plot.window(...) : need finite 'xlim' values</div><div>In addition: Warning messages:</div><div>1: In xy.coords(x, y, xlabel, ylabel, log) : NAs introduced by coercion</div><div>2: In min(x) : no non-missing arguments to min; returning Inf</div><div>3: In max(x) : no non-missing arguments to max; returning -Inf</div>",2020-06-23 16:55:23,2020-10-09 16:22:25,79,1
2969,2629923,Python-3.4.3,Embellishing-a-plot,12-13,40-50,Assignment Solution Doubt: Ylabel text alignment,"In the solution to the question number 2, the answer is given as No.<div>But it is possible to modify the alignment of the given label using **kargs of text. That means:</div><div><br></div><div>ylabel(""Y"", horizontalalignment='left', verticalalignment='top')</div><div><br></div><div>would modify the text alignment of the Y label.</div><div><br></div><div>Then why the answer to the solution is given as No?</div>",2020-06-24 03:23:45,2020-10-10 12:54:08,81,1
2971,31070,Python-3.4.3,Subplots,00-01,0-10,plot,"sir/madam, What are the applications of plot and subplot in python",2020-06-24 13:07:29,2020-10-10 23:22:22,60,1
2972,2642665,Python-3.4.3,Loading-Data-From-Files,01-02,20-30,In [2]: cat primes.txt,"<div>In [2]: cat primes.txt</div><div>&nbsp; File ""&lt;ipython-input-2-b296f9e207f4&gt;"", line 1</div><div>&nbsp; &nbsp; cat primes.txt</div><div>&nbsp; &nbsp; &nbsp; &nbsp; ^</div><div>SyntaxError: invalid syntax</div>",2020-06-25 04:27:28,2020-10-09 22:26:20,66,1
2973,2642665,Python-3.4.3,Multiple-plots,01-02,40-50,"how to modify the label of x any y axis such as font size, color of font , width of axis etc.","<span style=""color: rgb(85, 85, 85); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 13px;"">how to modify the label of x any y axis such as font size, color of font , width of axis etc.</span>",2020-06-25 09:37:25,2020-10-10 07:27:20,60,1
2974,2533509,Moodle-Learning-Management-System,Installing-Moodle-on-Local-Server,09-10,10-20,Regading change in IP local to network Ip,"<b style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: medium;"">Parse error</b><span style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: medium;"">: syntax error, unexpected '', ' (T_CONSTANT_ENCAPSED_STRING), expecting ')' in&nbsp;</span><b style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: medium;"">C:\xampp\apps\moodle\htdocs\config.php</b><span style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: medium;"">&nbsp;on line&nbsp;</span><b style=""color: rgb(0, 0, 0); font-family: &quot;Times New Roman&quot;; font-size: medium;"">20</b>",2020-06-25 12:41:29,2020-10-10 08:25:57,54,1
2975,2530211,QGIS,Digitizing-Map-Data,01-02,50-60,version error,"Tutorials have been prepared on QGIS version 2.10 and when we downloaded the software as per the instructions we got the QGIS 3.10 version, hence we are unable to follow the instructions. Kindly guide us what can be done.",2020-06-25 18:18:09,2020-10-10 23:38:05,62,1
2976,2645275,FrontAccounting,General,None,None,How to get certificate.,"Hi,<div><br></div><div>This is to inform you that i have registered frontAccounting through Swayam. I have completed course as mentioned on tutorial. I also submitted assignments. Please let me know how to get the certificate. Thanks</div>",2020-06-26 06:02:30,2020-10-01 11:55:36,47,1
2977,2642665,Python-3.4.3,Multiple-plots,03-04,0-10,legend position,how to set the position of legend in figure/plot.,2020-06-26 06:13:58,2020-10-10 05:41:54,57,1
2978,2642665,Python-3.4.3,Plotting-Data,05-06,10-20,what is the function of fmt in plotting the error ',"<span style=""color: rgb(85, 85, 85); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 13px; background-color: rgb(205, 205, 205);"">Hello Sir,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</span><div><span style=""color: rgb(85, 85, 85); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 13px; background-color: rgb(205, 205, 205);"">During the plot of data with errorbar, what is the significance of this:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; fmt = 'bo''.</span></div><div><span style=""color: rgb(85, 85, 85); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 13px; background-color: rgb(205, 205, 205);""><br></span></div><div><span style=""color: rgb(85, 85, 85); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 13px; background-color: rgb(205, 205, 205);"">Thanks and regards,</span></div><div><span style=""color: rgb(85, 85, 85); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 13px; background-color: rgb(205, 205, 205);"">swati-mishra</span></div><div><span style=""color: rgb(85, 85, 85); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 13px; background-color: rgb(205, 205, 205);""><br></span></div><div><span style=""color: rgb(85, 85, 85); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 13px; background-color: rgb(205, 205, 205);""><br></span></div><div><span style=""color: rgb(85, 85, 85); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 13px; background-color: rgb(205, 205, 205);""><br></span></div>",2020-06-26 09:09:21,2020-10-06 18:00:31,49,1
2979,2533509,Moodle-Learning-Management-System,General,None,None,regarding moodle access,"&nbsp; I have installed moodle on my windows 10 laptop.&nbsp;<div>&nbsp; and change the localhost ip 127.0.0.1 to 192.168.0.106&nbsp;</div><div>&nbsp; It is working on the same LAN and intranet&nbsp;</div><div><br></div><div>&nbsp; But i am unable to find 192.168.0.106 on other device with different netwok.</div><div>&nbsp;&nbsp;</div><div><br></div><div><br></div><div><br></div>",2020-06-26 10:13:58,2020-10-10 07:37:05,44,1
2980,2618794,R,Working-directories-in-RStudio,04-05,0-10,R program,"I am unable to get the data of&nbsp;<div><br></div><div>&nbsp; &nbsp; ""CaptaincyData.csv() ""</div><div><br></div><div>it is saying not available in R 3.6.0 version.</div><div>Even i downloaded R 1.1.456 as in video still i am not getting</div>",2020-06-27 06:13:49,2020-10-10 23:32:32,76,1
2981,2642665,Python-3.4.3,Getting-started-with-for,10-11,0-10,"range(1,5) not showing [1,2,3,4]","<span style=""color: rgb(85, 85, 85); font-family: Verdana, Arial, Helvetica, sans-serif; font-size: 13px; background-color: rgb(205, 205, 205);"">In windows, range(1,5) not showing expected output [1,2,3,4,5], Why?</span>",2020-06-27 07:16:06,2020-10-11 06:05:36,67,1
2982,2353461,Koha-Library-Management-System,Koha-installation-on-Linux-16.04,15-16,10-20,Koha error while import in 3 stage,<div>I am getting this error while import in stage 3 during the installation on Ubantu 16.04</div><div><br></div><div><pre>DBIx::Class::Storage::DBI::_dbh_execute(): Duplicate entry '203-49' for key 'PRIMARY' at /usr/share/koha/lib/Koha/SearchField.pm line 38</pre></div>,2020-06-27 08:13:13,2020-10-10 16:59:26,79,1
2983,2646908,HTML,General,None,None,Link,"How to make an image work as a link? For instance, if we click the image it will redirect us to a certain website.",2020-06-27 09:12:04,2020-10-09 18:00:47,53,1
2984,2618794,R,Working-directories-in-RStudio,04-05,0-10,R program,"<div><div>when I write the code in Console for CaptaincyData.csv , the following command is appeared as error</div><div>package ‘CaptaincyData.csv’ is not available (for R version 4.0.2)</div></div><div><br></div><div>If i go to code&nbsp; files section , it is going to my laptop files to open</div><div>i dont have captiancydata.csv file in my laptop</div><div><br></div><div>i tried r versions all 3.6,&nbsp; &nbsp;3.2.,&nbsp; 4&nbsp;</div><div><br></div><div>but i am unable to get captaincydata</div><div><br></div><div>As u replied to my query, From Code files next option what shall i use</div><div>please let me know</div><div>can u give steps if possible</div><div><br></div><div><br></div><div><br style=""background-color: rgb(250, 250, 250);""></div>",2020-06-27 10:13:46,2020-10-10 23:37:20,62,1
2987,2649184,R,Operations-on-Matrices-and-Data-Frames,09-10,40-50,Remove of specific row,Sir I like to ask what is the command for removing the added row in the matrixes as by mistake add command two times because of which I made the entry of Kohli two times. As it is out of the topic but sir I am facing this problems. Kindly guide me to know the command for removable of specific row.,2020-06-27 14:43:14,2020-10-11 00:33:10,60,1
2988,2637465,R,Introduction-to-basics-of-R,10-11,0-10,introduction of R,"its is difficulty to get plots the way it was showing to in videos and further in the assignment the question was explain , i didnot understand what to explain?",2020-06-28 15:40:23,2020-10-10 16:46:14,58,1
2989,36162,Python,General,None,None,executing python script from command line in window,"i am a participant of spoken tutorial conducted by BPIT, Rohini, Delhi in collaboration with IIT-Bombay. i am getting problem in execution of ""vi"" command in 144 module of CD which is provided by nodal center. I am doing coding for python in window operating system. so let me guide how to execute python script from command line in window.&nbsp;",2020-06-29 10:25:19,2020-10-10 04:51:46,48,1
2990,2651560,QGIS,Coordinate-Reference-Systems,11-12,40-50,Not able to Metadata information,"At 12:42 minutes:seconds. In QGIS not able to see Metadata.&nbsp;<div><br></div>",2020-06-29 10:55:27,2020-10-10 21:55:33,48,1
2991,2651560,QGIS,Coordinate-Reference-Systems,12-13,40-50,Not able to see Metadata information as shown in video,"At 12:42 in video, In QGIS 3.12, not able to see the Metadata information in Layer Properties and Later Select features &amp; save as is not available. Please help me out. Using Windows 10. Tried an option Export, there in drop down used save feature as. But still not able to see Metadat, its complete blank. Getting a dailog box as Reverse",2020-06-29 11:01:37,2020-10-09 16:51:41,50,1
2992,2651827,QGIS,Downloading-GIS-Datasets,06-07,20-30,Maximum and Minimum Latitude and Longitude for a city,"&nbsp;In the Bhuvan website under select area latitude and longitude is to be entered. Ihave entered the maximum and minimum value<div>but I could not get tile for my city Madurai,Tamilnadu ""<b>Tiles are not available for given bounds"" is shown.</b></div><div><b><br></b></div>",2020-06-29 11:32:05,2020-10-10 09:16:59,52,1
2993,2651828,HTML,Overview-of-HTML,00-01,30-40,WHAT IS THE USE OF SCILAB?,"I've downloaded scilab which took 3 long hours coz i live in jammu&nbsp; and now you are saying to download gedit text editor . what is the difference between the both ? I study in class 10 so please don't mind if the question seems silly but please answer me . I am eager to learn.",2020-06-29 11:55:33,2020-10-09 19:41:44,79,1
2994,2646733,CellDesigner,Build-and-Modify-Process-Diagram,00-01,10-20,About certificate,Can u plz tell me how to give exam to get the certificate regarding this subject??,2020-06-29 17:32:15,2020-10-10 23:47:39,83,1
2995,2657187,Python-3.4.3,Loading-Data-From-Files,01-02,20-30,Cat command error,"Sir, I am using cat command as shown in tutorial in window OS but it is showing error, Please help.",2020-06-30 06:52:20,2020-10-09 22:26:14,67,1
2996,2657248,LaTeX,General,None,None,Problem about Installing Latex on window 8.1,Honestly speaking I am trying to install latex on my laptop with window 8.1. but unable to install it. please help me,2020-06-30 08:43:57,2020-10-09 16:49:05,40,1
